pollutant,revoked_naaqs,state_name,st_abbr,fips_state,fips_cnty,countyname,pw_1992,pw_1993,pw_1994,pw_1995,pw_1996,pw_1997,pw_1998,pw_1999,pw_2000,pw_2001,pw_2002,pw_2003,pw_2004,pw_2005,pw_2006,pw_2007,pw_2008,pw_2009,pw_2010,pw_2011,pw_2012,pw_2013,pw_2014,pw_2015,pw_2016,pw_2017,pw_2018,pw_2019,pw_2020,pw_2021,exportdt
1-Hour Ozone (1979),Revoked,SOUTH CAROLINA,SC,45,021,Cherokee Co,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,SOUTH CAROLINA,SC,45,091,York Co,,,,,,,,,,,,,P,P,P,P,P,P,P,P,,,,,,,,,,,2/28/21
8-Hour Ozone (2008),,SOUTH CAROLINA,SC,45,091,York Co,,,,,,,,,,,,,,,,,,,,,P,P,P,P,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,TENNESSEE,TN,47,001,Anderson Co,,,,,,,,,,,,,W,W,W,W,W,W,W,,,,,,,,,,,,2/28/21
8-Hour Ozone (2008),,TENNESSEE,TN,47,001,Anderson Co,,,,,,,,,,,,,,,,,,,,,P,P,P,,,,,,,,2/28/21
PM-2.5 (1997),,TENNESSEE,TN,47,001,Anderson Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,2/28/21
PM-2.5 (2006),,TENNESSEE,TN,47,001,Anderson Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,,,,,,2/28/21
Sulfur Dioxide (1971),,TENNESSEE,TN,47,005,Benton Co,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,TENNESSEE,TN,47,009,Blount Co,,,,,,,,,,,,,W,W,W,W,W,W,W,,,,,,,,,,,,2/28/21
8-Hour Ozone (2008),,TENNESSEE,TN,47,009,Blount Co,,,,,,,,,,,,,,,,,,,,,W,W,W,,,,,,,,2/28/21
PM-2.5 (1997),,TENNESSEE,TN,47,009,Blount Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,2/28/21
PM-2.5 (2006),,TENNESSEE,TN,47,009,Blount Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,TENNESSEE,TN,47,029,Cocke Co,,,,,,,,,,,,,P,P,P,P,P,P,P,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,TENNESSEE,TN,47,037,Davidson Co,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
Lead (1978),,TENNESSEE,TN,47,047,Fayette Co,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
PM-2.5 (1997),,TENNESSEE,TN,47,065,Hamilton Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,,,,,,,,2/28/21
Sulfur Dioxide (1971),,TENNESSEE,TN,47,085,Humphreys Co,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,TENNESSEE,TN,47,089,Jefferson Co,,,,,,,,,,,,,W,W,W,W,W,W,W,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,TENNESSEE,TN,47,093,Knox Co,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,TENNESSEE,TN,47,093,Knox Co,,,,,,,,,,,,,W,W,W,W,W,W,W,,,,,,,,,,,,2/28/21
8-Hour Ozone (2008),,TENNESSEE,TN,47,093,Knox Co,,,,,,,,,,,,,,,,,,,,,W,W,W,,,,,,,,2/28/21
PM-2.5 (1997),,TENNESSEE,TN,47,093,Knox Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,2/28/21
PM-2.5 (2006),,TENNESSEE,TN,47,093,Knox Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,TENNESSEE,TN,47,105,Loudon Co,,,,,,,,,,,,,W,W,W,W,W,W,W,,,,,,,,,,,,2/28/21
PM-2.5 (1997),,TENNESSEE,TN,47,105,Loudon Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,2/28/21
PM-2.5 (2006),,TENNESSEE,TN,47,105,Loudon Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,TENNESSEE,TN,47,125,Montgomery Co,,,,,,,,,,,,,W,,,,,,,,,,,,,,,,,,2/28/21
Sulfur Dioxide (1971),,TENNESSEE,TN,47,139,Polk Co,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
PM-2.5 (1997),,TENNESSEE,TN,47,145,Roane Co,,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,P,P,,,,,,2/28/21
PM-2.5 (2006),,TENNESSEE,TN,47,145,Roane Co,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,P,P,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,TENNESSEE,TN,47,149,Rutherford Co,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,TENNESSEE,TN,47,155,Sevier Co,,,,,,,,,,,,,W,W,W,W,W,W,W,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,TENNESSEE,TN,47,157,Shelby Co,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,TENNESSEE,TN,47,157,Shelby Co,,,,,,,,,,,,,W,W,W,W,W,W,,,,,,,,,,,,,2/28/21
8-Hour Ozone (2008),,TENNESSEE,TN,47,157,Shelby Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,,,,,,,2/28/21
Carbon Monoxide (1971),,TENNESSEE,TN,47,157,Shelby Co,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
Lead (1978),,TENNESSEE,TN,47,157,Shelby Co,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,2/28/21
Lead (2008),,TENNESSEE,TN,47,163,Sullivan Co,,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,,,,,,,2/28/21
Sulfur Dioxide (2010),,TENNESSEE,TN,47,163,Sullivan Co,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,2/28/21
1-Hour Ozone (1979),Revoked,TENNESSEE,TN,47,165,Sumner Co,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,TENNESSEE,TN,47,187,Williamson Co,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
Lead (1978),,TENNESSEE,TN,47,187,Williamson Co,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,TENNESSEE,TN,47,189,Wilson Co,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
Sulfur Dioxide (2010),,TEXAS,TX,48,001,Anderson Co,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,2/28/21
8-Hour Ozone (2015),,TEXAS,TX,48,029,Bexar Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
1-Hour Ozone (1979),Revoked,TEXAS,TX,48,039,Brazoria Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,TEXAS,TX,48,039,Brazoria Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,TEXAS,TX,48,039,Brazoria Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (2015),,TEXAS,TX,48,039,Brazoria Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
1-Hour Ozone (1979),Revoked,TEXAS,TX,48,071,Chambers Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,TEXAS,TX,48,071,Chambers Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,TEXAS,TX,48,071,Chambers Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (2015),,TEXAS,TX,48,071,Chambers Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
1-Hour Ozone (1979),Revoked,TEXAS,TX,48,085,Collin Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,TEXAS,TX,48,085,Collin Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,TEXAS,TX,48,085,Collin Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (2015),,TEXAS,TX,48,085,Collin Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
Lead (1978),,TEXAS,TX,48,085,Collin Co,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
Lead (2008),,TEXAS,TX,48,085,Collin Co,,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,P,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,TEXAS,TX,48,113,Dallas Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,TEXAS,TX,48,113,Dallas Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,TEXAS,TX,48,113,Dallas Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (2015),,TEXAS,TX,48,113,Dallas Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
1-Hour Ozone (1979),Revoked,TEXAS,TX,48,121,Denton Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,TEXAS,TX,48,121,Denton Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,TEXAS,TX,48,121,Denton Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (2015),,TEXAS,TX,48,121,Denton Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
1-Hour Ozone (1979),Revoked,TEXAS,TX,48,141,El Paso Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
Carbon Monoxide (1971),,TEXAS,TX,48,141,El Paso Co,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,2/28/21
PM-10 (1987),,TEXAS,TX,48,141,El Paso Co,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,2/28/21
8-Hour Ozone (1997),Revoked,TEXAS,TX,48,139,Ellis Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,TEXAS,TX,48,139,Ellis Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (2015),,TEXAS,TX,48,139,Ellis Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
1-Hour Ozone (1979),Revoked,TEXAS,TX,48,157,Fort Bend Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,TEXAS,TX,48,157,Fort Bend Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,TEXAS,TX,48,157,Fort Bend Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (2015),,TEXAS,TX,48,157,Fort Bend Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
Sulfur Dioxide (2010),,TEXAS,TX,48,161,Freestone Co,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,2/28/21
1-Hour Ozone (1979),Revoked,TEXAS,TX,48,167,Galveston Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,TEXAS,TX,48,167,Galveston Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,TEXAS,TX,48,167,Galveston Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (2015),,TEXAS,TX,48,167,Galveston Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
1-Hour Ozone (1979),Revoked,TEXAS,TX,48,199,Hardin Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,TEXAS,TX,48,199,Hardin Co,,,,,,,,,,,,,W,W,W,W,W,W,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,TEXAS,TX,48,201,Harris Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,TEXAS,TX,48,201,Harris Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,TEXAS,TX,48,201,Harris Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (2015),,TEXAS,TX,48,201,Harris Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
1-Hour Ozone (1979),Revoked,TEXAS,TX,48,245,Jefferson Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,TEXAS,TX,48,245,Jefferson Co,,,,,,,,,,,,,W,W,W,W,W,W,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,TEXAS,TX,48,251,Johnson Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,TEXAS,TX,48,251,Johnson Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (2015),,TEXAS,TX,48,251,Johnson Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
8-Hour Ozone (1997),Revoked,TEXAS,TX,48,257,Kaufman Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,TEXAS,TX,48,257,Kaufman Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (2015),,TEXAS,TX,48,257,Kaufman Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
1-Hour Ozone (1979),Revoked,TEXAS,TX,48,291,Liberty Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,TEXAS,TX,48,291,Liberty Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,TEXAS,TX,48,291,Liberty Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
1-Hour Ozone (1979),Revoked,TEXAS,TX,48,339,Montgomery Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,TEXAS,TX,48,339,Montgomery Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,TEXAS,TX,48,339,Montgomery Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (2015),,TEXAS,TX,48,339,Montgomery Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
1-Hour Ozone (1979),Revoked,TEXAS,TX,48,361,Orange Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,TEXAS,TX,48,361,Orange Co,,,,,,,,,,,,,W,W,W,W,W,W,,,,,,,,,,,,,2/28/21
Sulfur Dioxide (2010),,TEXAS,TX,48,365,Panola Co,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,2/28/21
8-Hour Ozone (1997),Revoked,TEXAS,TX,48,367,Parker Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,TEXAS,TX,48,367,Parker Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (2015),,TEXAS,TX,48,367,Parker Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
8-Hour Ozone (1997),Revoked,TEXAS,TX,48,397,Rockwall Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,TEXAS,TX,48,397,Rockwall Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
Sulfur Dioxide (2010),,TEXAS,TX,48,401,Rusk Co,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,2/28/21
1-Hour Ozone (1979),Revoked,TEXAS,TX,48,439,Tarrant Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,TEXAS,TX,48,439,Tarrant Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,TEXAS,TX,48,439,Tarrant Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (2015),,TEXAS,TX,48,439,Tarrant Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
Sulfur Dioxide (2010),,TEXAS,TX,48,449,Titus Co,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,2/28/21
1-Hour Ozone (1979),Revoked,TEXAS,TX,48,469,Victoria Co,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,TEXAS,TX,48,473,Waller Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,TEXAS,TX,48,473,Waller Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,TEXAS,TX,48,473,Waller Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (2008),,TEXAS,TX,48,497,Wise Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (2015),,TEXAS,TX,48,497,Wise Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
PM-2.5 (2006),,UTAH,UT,49,003,Box Elder Co,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,P,P,P,2/28/21
PM-2.5 (2006),,UTAH,UT,49,005,Cache Co,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,P,P,P,2/28/21
1-Hour Ozone (1979),Revoked,UTAH,UT,49,011,Davis Co,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (2015),,UTAH,UT,49,011,Davis Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
PM-2.5 (2006),,UTAH,UT,49,011,Davis Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (2015),,UTAH,UT,49,013,Duchesne Co,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,2/28/21
1-Hour Ozone (1979),Revoked,UTAH,UT,49,035,Salt Lake Co,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (2015),,UTAH,UT,49,035,Salt Lake Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
Carbon Monoxide (1971),,UTAH,UT,49,035,Salt Lake Co,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
PM-10 (1987),,UTAH,UT,49,035,Salt Lake Co,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,,,2/28/21
PM-2.5 (2006),,UTAH,UT,49,035,Salt Lake Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,W,2/28/21
Sulfur Dioxide (1971),,UTAH,UT,49,035,Salt Lake Co,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (2015),,UTAH,UT,49,045,Tooele Co,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,2/28/21
PM-2.5 (2006),,UTAH,UT,49,045,Tooele Co,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,P,P,P,2/28/21
Sulfur Dioxide (1971),,UTAH,UT,49,045,Tooele Co,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,2/28/21
8-Hour Ozone (2015),,UTAH,UT,49,047,Uintah Co,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,2/28/21
8-Hour Ozone (2015),,UTAH,UT,49,049,Utah Co,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,2/28/21
Carbon Monoxide (1971),,UTAH,UT,49,049,Utah Co,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,2/28/21
PM-10 (1987),,UTAH,UT,49,049,Utah Co,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,,,2/28/21
PM-2.5 (2006),,UTAH,UT,49,049,Utah Co,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,P,P,P,2/28/21
8-Hour Ozone (2015),,UTAH,UT,49,057,Weber Co,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,2/28/21
Carbon Monoxide (1971),,UTAH,UT,49,057,Weber Co,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,2/28/21
PM-10 (1987),,UTAH,UT,49,057,Weber Co,,,,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,,2/28/21
PM-2.5 (2006),,UTAH,UT,49,057,Weber Co,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,P,P,P,2/28/21
1-Hour Ozone (1979),Revoked,VIRGINIA,VA,51,510,Alexandria,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,VIRGINIA,VA,51,510,Alexandria,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,VIRGINIA,VA,51,510,Alexandria,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,,,,2/28/21
Carbon Monoxide (1971),,VIRGINIA,VA,51,510,Alexandria,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
PM-2.5 (1997),,VIRGINIA,VA,51,510,Alexandria,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,,,,,,,,,2/28/21
8-Hour Ozone (2015),,VIRGINIA,VA,51,510,Alexandria city,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
1-Hour Ozone (1979),Revoked,VIRGINIA,VA,51,013,Arlington Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,VIRGINIA,VA,51,013,Arlington Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,VIRGINIA,VA,51,013,Arlington Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,,,,2/28/21
8-Hour Ozone (2015),,VIRGINIA,VA,51,013,Arlington Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
Carbon Monoxide (1971),,VIRGINIA,VA,51,013,Arlington Co,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
PM-2.5 (1997),,VIRGINIA,VA,51,013,Arlington Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,VIRGINIA,VA,51,036,Charles City Co,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,VIRGINIA,VA,51,036,Charles City Co,,,,,,,,,,,,,W,W,W,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,VIRGINIA,VA,51,550,Chesapeake,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,VIRGINIA,VA,51,550,Chesapeake,,,,,,,,,,,,,W,W,W,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,VIRGINIA,VA,51,041,Chesterfield Co,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,VIRGINIA,VA,51,041,Chesterfield Co,,,,,,,,,,,,,W,W,W,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,VIRGINIA,VA,51,570,Colonial Heights,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,VIRGINIA,VA,51,570,Colonial Heights,,,,,,,,,,,,,W,W,W,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,VIRGINIA,VA,51,600,Fairfax,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,VIRGINIA,VA,51,600,Fairfax,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,VIRGINIA,VA,51,600,Fairfax,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,,,,2/28/21
