pollutant,state_name,st_abbr,fips_state,fips_cnty,countyname,pw_1978,pw_1979,pw_1980,pw_1981,pw_1982,pw_1983,pw_1984,pw_1985,pw_1986,pw_1987,pw_1988,pw_1989,pw_1990
8-Hr Ozone (2008),MARYLAND,MD,24,015,Cecil Co,,,,,,,,,,,,,
8-Hr Ozone (2008),MARYLAND,MD,24,017,Charles Co,,,,,,,,,,,,,
8-Hr Ozone (2008),MARYLAND,MD,24,021,Frederick Co,,,,,,,,,,,,,
8-Hr Ozone (2008),MARYLAND,MD,24,025,Harford Co,,,,,,,,,,,,,
8-Hr Ozone (2008),MARYLAND,MD,24,027,Howard Co,,,,,,,,,,,,,
8-Hr Ozone (2008),MARYLAND,MD,24,031,Montgomery Co,,,,,,,,,,,,,
8-Hr Ozone (2008),MARYLAND,MD,24,033,Prince George's Co,,,,,,,,,,,,,
8-Hr Ozone (2008),MARYLAND,MD,24,510,Baltimore (City),,,,,,,,,,,,,
8-Hr Ozone (2008),MASSACHUSETTS,MA,25,007,Dukes Co,,,,,,,,,,,,,
8-Hr Ozone (2008),MISSISSIPPI,MS,28,033,De Soto Co,,,,,,,,,,,,,
8-Hr Ozone (2008),MISSOURI,MO,29,071,Franklin Co,,,,,,,,,,,,,
8-Hr Ozone (2008),MISSOURI,MO,29,099,Jefferson Co,,,,,,,,,,,,,
8-Hr Ozone (2008),MISSOURI,MO,29,183,St Charles Co,,,,,,,,,,,,,
8-Hr Ozone (2008),MISSOURI,MO,29,189,St Louis Co,,,,,,,,,,,,,
8-Hr Ozone (2008),MISSOURI,MO,29,510,St Louis,,,,,,,,,,,,,
8-Hr Ozone (2008),NEW JERSEY,NJ,34,001,Atlantic Co,,,,,,,,,,,,,
8-Hr Ozone (2008),NEW JERSEY,NJ,34,003,Bergen Co,,,,,,,,,,,,,
8-Hr Ozone (2008),NEW JERSEY,NJ,34,005,Burlington Co,,,,,,,,,,,,,
8-Hr Ozone (2008),NEW JERSEY,NJ,34,007,Camden Co,,,,,,,,,,,,,
8-Hr Ozone (2008),NEW JERSEY,NJ,34,009,Cape May Co,,,,,,,,,,,,,
8-Hr Ozone (2008),NEW JERSEY,NJ,34,011,Cumberland Co,,,,,,,,,,,,,
8-Hr Ozone (2008),NEW JERSEY,NJ,34,013,Essex Co,,,,,,,,,,,,,
8-Hr Ozone (2008),NEW JERSEY,NJ,34,015,Gloucester Co,,,,,,,,,,,,,
8-Hr Ozone (2008),NEW JERSEY,NJ,34,017,Hudson Co,,,,,,,,,,,,,
8-Hr Ozone (2008),NEW JERSEY,NJ,34,019,Hunterdon Co,,,,,,,,,,,,,
8-Hr Ozone (2008),NEW JERSEY,NJ,34,021,Mercer Co,,,,,,,,,,,,,
8-Hr Ozone (2008),NEW JERSEY,NJ,34,023,Middlesex Co,,,,,,,,,,,,,
8-Hr Ozone (2008),NEW JERSEY,NJ,34,025,Monmouth Co,,,,,,,,,,,,,
8-Hr Ozone (2008),NEW JERSEY,NJ,34,027,Morris Co,,,,,,,,,,,,,
8-Hr Ozone (2008),NEW JERSEY,NJ,34,029,Ocean Co,,,,,,,,,,,,,
8-Hr Ozone (2008),NEW JERSEY,NJ,34,031,Passaic Co,,,,,,,,,,,,,
8-Hr Ozone (2008),NEW JERSEY,NJ,34,033,Salem Co,,,,,,,,,,,,,
8-Hr Ozone (2008),NEW JERSEY,NJ,34,035,Somerset Co,,,,,,,,,,,,,
8-Hr Ozone (2008),NEW JERSEY,NJ,34,037,Sussex Co,,,,,,,,,,,,,
8-Hr Ozone (2008),NEW JERSEY,NJ,34,039,Union Co,,,,,,,,,,,,,
8-Hr Ozone (2008),NEW JERSEY,NJ,34,041,Warren Co,,,,,,,,,,,,,
8-Hr Ozone (2008),NEW YORK,NY,36,005,Bronx Co,,,,,,,,,,,,,
8-Hr Ozone (2008),NEW YORK,NY,36,013,Chautauqua Co,,,,,,,,,,,,,
8-Hr Ozone (2008),NEW YORK,NY,36,047,Kings Co,,,,,,,,,,,,,
8-Hr Ozone (2008),NEW YORK,NY,36,059,Nassau Co,,,,,,,,,,,,,
8-Hr Ozone (2008),NEW YORK,NY,36,061,New York Co,,,,,,,,,,,,,
8-Hr Ozone (2008),NEW YORK,NY,36,081,Queens Co,,,,,,,,,,,,,
8-Hr Ozone (2008),NEW YORK,NY,36,085,Richmond Co,,,,,,,,,,,,,
8-Hr Ozone (2008),NEW YORK,NY,36,087,Rockland Co,,,,,,,,,,,,,
8-Hr Ozone (2008),NEW YORK,NY,36,103,Suffolk Co,,,,,,,,,,,,,
8-Hr Ozone (2008),NEW YORK,NY,36,119,Westchester Co,,,,,,,,,,,,,
8-Hr Ozone (2008),NORTH CAROLINA,NC,37,025,Cabarrus Co,,,,,,,,,,,,,
8-Hr Ozone (2008),NORTH CAROLINA,NC,37,071,Gaston Co,,,,,,,,,,,,,
8-Hr Ozone (2008),NORTH CAROLINA,NC,37,097,Iredell Co,,,,,,,,,,,,,
8-Hr Ozone (2008),NORTH CAROLINA,NC,37,109,Lincoln Co,,,,,,,,,,,,,
8-Hr Ozone (2008),NORTH CAROLINA,NC,37,119,Mecklenburg Co,,,,,,,,,,,,,
8-Hr Ozone (2008),NORTH CAROLINA,NC,37,159,Rowan Co,,,,,,,,,,,,,
8-Hr Ozone (2008),NORTH CAROLINA,NC,37,179,Union Co,,,,,,,,,,,,,
8-Hr Ozone (2008),OHIO,OH,39,007,Ashtabula Co,,,,,,,,,,,,,
8-Hr Ozone (2008),OHIO,OH,39,017,Butler Co,,,,,,,,,,,,,
8-Hr Ozone (2008),OHIO,OH,39,025,Clermont Co,,,,,,,,,,,,,
8-Hr Ozone (2008),OHIO,OH,39,027,Clinton Co,,,,,,,,,,,,,
8-Hr Ozone (2008),OHIO,OH,39,035,Cuyahoga Co,,,,,,,,,,,,,
8-Hr Ozone (2008),OHIO,OH,39,041,Delaware Co,,,,,,,,,,,,,
8-Hr Ozone (2008),OHIO,OH,39,045,Fairfield Co,,,,,,,,,,,,,
8-Hr Ozone (2008),OHIO,OH,39,049,Franklin Co,,,,,,,,,,,,,
8-Hr Ozone (2008),OHIO,OH,39,055,Geauga Co,,,,,,,,,,,,,
8-Hr Ozone (2008),OHIO,OH,39,061,Hamilton Co,,,,,,,,,,,,,
8-Hr Ozone (2008),OHIO,OH,39,083,Knox Co,,,,,,,,,,,,,
8-Hr Ozone (2008),OHIO,OH,39,085,Lake Co,,,,,,,,,,,,,
8-Hr Ozone (2008),OHIO,OH,39,089,Licking Co,,,,,,,,,,,,,
8-Hr Ozone (2008),OHIO,OH,39,093,Lorain Co,,,,,,,,,,,,,
8-Hr Ozone (2008),OHIO,OH,39,097,Madison Co,,,,,,,,,,,,,
8-Hr Ozone (2008),OHIO,OH,39,103,Medina Co,,,,,,,,,,,,,
8-Hr Ozone (2008),OHIO,OH,39,133,Portage Co,,,,,,,,,,,,,
8-Hr Ozone (2008),OHIO,OH,39,153,Summit Co,,,,,,,,,,,,,
8-Hr Ozone (2008),OHIO,OH,39,165,Warren Co,,,,,,,,,,,,,
8-Hr Ozone (2008),PENNSYLVANIA,PA,42,003,Allegheny Co,,,,,,,,,,,,,
8-Hr Ozone (2008),PENNSYLVANIA,PA,42,005,Armstrong Co,,,,,,,,,,,,,
8-Hr Ozone (2008),PENNSYLVANIA,PA,42,007,Beaver Co,,,,,,,,,,,,,
8-Hr Ozone (2008),PENNSYLVANIA,PA,42,011,Berks Co,,,,,,,,,,,,,
8-Hr Ozone (2008),PENNSYLVANIA,PA,42,017,Bucks Co,,,,,,,,,,,,,
8-Hr Ozone (2008),PENNSYLVANIA,PA,42,019,Butler Co,,,,,,,,,,,,,
8-Hr Ozone (2008),PENNSYLVANIA,PA,42,025,Carbon Co,,,,,,,,,,,,,
8-Hr Ozone (2008),PENNSYLVANIA,PA,42,029,Chester Co,,,,,,,,,,,,,
8-Hr Ozone (2008),PENNSYLVANIA,PA,42,045,Delaware Co,,,,,,,,,,,,,
8-Hr Ozone (2008),PENNSYLVANIA,PA,42,051,Fayette Co,,,,,,,,,,,,,
8-Hr Ozone (2008),PENNSYLVANIA,PA,42,071,Lancaster Co,,,,,,,,,,,,,
8-Hr Ozone (2008),PENNSYLVANIA,PA,42,077,Lehigh Co,,,,,,,,,,,,,
8-Hr Ozone (2008),PENNSYLVANIA,PA,42,091,Montgomery Co,,,,,,,,,,,,,
8-Hr Ozone (2008),PENNSYLVANIA,PA,42,095,Northampton Co,,,,,,,,,,,,,
8-Hr Ozone (2008),PENNSYLVANIA,PA,42,101,Philadelphia Co,,,,,,,,,,,,,
8-Hr Ozone (2008),PENNSYLVANIA,PA,42,125,Washington Co,,,,,,,,,,,,,
8-Hr Ozone (2008),PENNSYLVANIA,PA,42,129,Westmoreland Co,,,,,,,,,,,,,
8-Hr Ozone (2008),SOUTH CAROLINA,SC,45,091,York Co,,,,,,,,,,,,,
8-Hr Ozone (2008),TENNESSEE,TN,47,001,Anderson Co,,,,,,,,,,,,,
8-Hr Ozone (2008),TENNESSEE,TN,47,009,Blount Co,,,,,,,,,,,,,
8-Hr Ozone (2008),TENNESSEE,TN,47,093,Knox Co,,,,,,,,,,,,,
8-Hr Ozone (2008),TENNESSEE,TN,47,157,Shelby Co,,,,,,,,,,,,,
8-Hr Ozone (2008),TEXAS,TX,48,039,Brazoria Co,,,,,,,,,,,,,
8-Hr Ozone (2008),TEXAS,TX,48,071,Chambers Co,,,,,,,,,,,,,
8-Hr Ozone (2008),TEXAS,TX,48,085,Collin Co,,,,,,,,,,,,,
8-Hr Ozone (2008),TEXAS,TX,48,113,Dallas Co,,,,,,,,,,,,,
8-Hr Ozone (2008),TEXAS,TX,48,121,Denton Co,,,,,,,,,,,,,
8-Hr Ozone (2008),TEXAS,TX,48,139,Ellis Co,,,,,,,,,,,,,
8-Hr Ozone (2008),TEXAS,TX,48,157,Fort Bend Co,,,,,,,,,,,,,
8-Hr Ozone (2008),TEXAS,TX,48,167,Galveston Co,,,,,,,,,,,,,
8-Hr Ozone (2008),TEXAS,TX,48,201,Harris Co,,,,,,,,,,,,,
8-Hr Ozone (2008),TEXAS,TX,48,251,Johnson Co,,,,,,,,,,,,,
8-Hr Ozone (2008),TEXAS,TX,48,257,Kaufman Co,,,,,,,,,,,,,
8-Hr Ozone (2008),TEXAS,TX,48,291,Liberty Co,,,,,,,,,,,,,
8-Hr Ozone (2008),TEXAS,TX,48,339,Montgomery Co,,,,,,,,,,,,,
8-Hr Ozone (2008),TEXAS,TX,48,367,Parker Co,,,,,,,,,,,,,
8-Hr Ozone (2008),TEXAS,TX,48,397,Rockwall Co,,,,,,,,,,,,,
8-Hr Ozone (2008),TEXAS,TX,48,439,Tarrant Co,,,,,,,,,,,,,
8-Hr Ozone (2008),TEXAS,TX,48,473,Waller Co,,,,,,,,,,,,,
8-Hr Ozone (2008),TEXAS,TX,48,497,Wise Co,,,,,,,,,,,,,
8-Hr Ozone (2008),VIRGINIA,VA,51,013,Arlington Co,,,,,,,,,,,,,
8-Hr Ozone (2008),VIRGINIA,VA,51,059,Fairfax Co,,,,,,,,,,,,,
8-Hr Ozone (2008),VIRGINIA,VA,51,107,Loudoun Co,,,,,,,,,,,,,
8-Hr Ozone (2008),VIRGINIA,VA,51,153,Prince William Co,,,,,,,,,,,,,
8-Hr Ozone (2008),VIRGINIA,VA,51,510,Alexandria,,,,,,,,,,,,,
8-Hr Ozone (2008),VIRGINIA,VA,51,600,Fairfax,,,,,,,,,,,,,
8-Hr Ozone (2008),VIRGINIA,VA,51,610,Falls Church,,,,,,,,,,,,,
8-Hr Ozone (2008),VIRGINIA,VA,51,683,Manassas,,,,,,,,,,,,,
8-Hr Ozone (2008),VIRGINIA,VA,51,685,Manassas Park,,,,,,,,,,,,,
8-Hr Ozone (2008),WISCONSIN,WI,55,059,Kenosha Co,,,,,,,,,,,,,
8-Hr Ozone (2008),WISCONSIN,WI,55,117,Sheboygan Co,,,,,,,,,,,,,
8-Hr Ozone (2008),WYOMING,WY,56,023,Lincoln Co,,,,,,,,,,,,,
8-Hr Ozone (2008),WYOMING,WY,56,035,Sublette Co,,,,,,,,,,,,,
8-Hr Ozone (2008),WYOMING,WY,56,037,Sweetwater Co,,,,,,,,,,,,,
Carbon Monoxide (1971),ALASKA,AK,02,020,Anchorage,W,W,W,W,W,W,W,W,W,W,W,W,P
Carbon Monoxide (1971),ALASKA,AK,02,090,Fairbanks,W,W,W,W,W,W,W,W,W,W,W,W,P
Carbon Monoxide (1971),ARIZONA,AZ,04,013,Maricopa County (Phoenix),W,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),ARIZONA,AZ,04,019,"Pima County (Ajo,Tuscon)",W,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),CALIFORNIA,CA,06,001,Alameda County,W,W,W,W,W,W,W,P,P,P,P,P,P
Carbon Monoxide (1971),CALIFORNIA,CA,06,007,Butte County,W,W,W,W,W,W,P,P,P,P,P,P,P
Carbon Monoxide (1971),CALIFORNIA,CA,06,013,Contra Costa County,W,W,W,W,W,W,W,P,P,P,P,P,P
Carbon Monoxide (1971),CALIFORNIA,CA,06,017,El Dorado County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),CALIFORNIA,CA,06,019,Fresno County,W,W,W,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),CALIFORNIA,CA,06,029,Kern County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),CALIFORNIA,CA,06,037,Los Angeles County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),CALIFORNIA,CA,06,041,Marin County,W,W,W,W,W,W,W,P,P,P,P,P,P
Carbon Monoxide (1971),CALIFORNIA,CA,06,055,Napa County,W,W,W,W,W,W,W,P,P,P,P,P,P
Carbon Monoxide (1971),CALIFORNIA,CA,06,059,Orange County,W,W,W,W,W,W,W,W,W,W,W,W,W
Carbon Monoxide (1971),CALIFORNIA,CA,06,061,Placer County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),CALIFORNIA,CA,06,065,Riverside County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),CALIFORNIA,CA,06,067,Sacramento County,W,W,W,W,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),CALIFORNIA,CA,06,071,San Bernardino County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),CALIFORNIA,CA,06,073,San Diego County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),CALIFORNIA,CA,06,075,San Francisco County,W,W,W,W,W,W,W,W,W,W,W,W,W
Carbon Monoxide (1971),CALIFORNIA,CA,06,077,San Joaquin County,W,W,W,W,W,W,P,P,P,P,P,P,P
Carbon Monoxide (1971),CALIFORNIA,CA,06,081,San Mateo County,W,W,W,W,W,W,W,P,P,P,P,P,P
Carbon Monoxide (1971),CALIFORNIA,CA,06,083,Santa Barbara County,P,P,P,P,P,P,,,,,,,
Carbon Monoxide (1971),CALIFORNIA,CA,06,085,Santa Clara County,W,W,W,W,W,W,W,P,P,P,P,P,P
Carbon Monoxide (1971),CALIFORNIA,CA,06,095,Solano County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),CALIFORNIA,CA,06,097,Sonoma County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),CALIFORNIA,CA,06,099,Stanislaus County,W,W,W,W,W,W,W,P,P,P,P,P,P
Carbon Monoxide (1971),CALIFORNIA,CA,06,101,Sutter County,W,,,,,,,,,,,,
Carbon Monoxide (1971),CALIFORNIA,CA,06,107,Tulare County,W,W,,,,,,,,,,,
Carbon Monoxide (1971),CALIFORNIA,CA,06,113,Yolo County,,,,,,,,,,,,,P
Carbon Monoxide (1971),COLORADO,CO,08,001,Adams County,W,W,W,W,W,W,W,W,W,W,W,W,P
Carbon Monoxide (1971),COLORADO,CO,08,005,Arapahoe County,W,W,W,W,W,W,W,W,W,W,W,W,P
Carbon Monoxide (1971),COLORADO,CO,08,013,Boulder County,W,W,W,W,W,W,W,W,W,W,W,W,P
Carbon Monoxide (1971),COLORADO,CO,08,014,Broomfield Co,,,,,,,,,,,,,
Carbon Monoxide (1971),COLORADO,CO,08,019,Clear Creek County,,,,W,W,W,W,W,W,W,W,W,W
Carbon Monoxide (1971),COLORADO,CO,08,031,Denver County,W,W,W,W,W,W,W,W,W,W,W,W,W
Carbon Monoxide (1971),COLORADO,CO,08,035,Douglas County,W,W,W,W,W,W,W,W,W,W,W,W,P
Carbon Monoxide (1971),COLORADO,CO,08,041,El Paso County,W,W,W,W,W,W,W,P,P,P,P,P,P
Carbon Monoxide (1971),COLORADO,CO,08,047,Gilpin County,,,,W,W,W,W,W,W,W,W,W,W
Carbon Monoxide (1971),COLORADO,CO,08,059,Jefferson County,W,W,W,W,W,W,W,W,W,W,W,W,P
Carbon Monoxide (1971),COLORADO,CO,08,069,Larimer County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),COLORADO,CO,08,093,Park County,,,,W,W,W,W,,,,,,
Carbon Monoxide (1971),COLORADO,CO,08,119,Teller County,,,,W,W,W,W,,,,,,P
Carbon Monoxide (1971),COLORADO,CO,08,123,Weld County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),CONNECTICUT,CT,09,001,Fairfield County,W,P,P,P,P,P,P,P,P,P,P,P,W
Carbon Monoxide (1971),CONNECTICUT,CT,09,003,Hartford County,W,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),CONNECTICUT,CT,09,005,Litchfield County,W,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),CONNECTICUT,CT,09,007,Middlesex County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),CONNECTICUT,CT,09,009,New Haven County,W,W,W,W,W,W,W,W,W,W,W,W,W
Carbon Monoxide (1971),CONNECTICUT,CT,09,013,Tolland County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),DISTRICT OF COLUMBIA,DC,11,001,District of Columbia,W,W,W,W,W,W,W,W,W,W,W,W,W
Carbon Monoxide (1971),FLORIDA,FL,12,011,Broward County,W,W,,,,,,,,,,,
Carbon Monoxide (1971),GEORGIA,GA,13,063,Clayton County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),GEORGIA,GA,13,089,DeKalb County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),GEORGIA,GA,13,121,Fulton County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),IDAHO,ID,16,001,Ada County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),ILLINOIS,IL,17,031,Cook County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),ILLINOIS,IL,17,143,Peoria County,P,P,P,P,P,P,,,,,,,
Carbon Monoxide (1971),ILLINOIS,IL,17,161,Rock Island County,,,,P,P,P,,,,,,,
Carbon Monoxide (1971),INDIANA,IN,18,089,Lake County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),INDIANA,IN,18,097,Marion County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),IOWA,IA,19,061,Dubuque County,,,,,P,,,,,,,,
Carbon Monoxide (1971),IOWA,IA,19,153,Polk County,P,P,P,P,P,P,P,P,P,P,P,,
Carbon Monoxide (1971),KANSAS,KS,20,173,Sedgwick County,P,P,P,P,P,P,P,P,P,P,P,,
Carbon Monoxide (1971),KANSAS,KS,20,209,Wyandotte County,P,P,P,,,,,,,,,,
Carbon Monoxide (1971),KENTUCKY,KY,21,111,Jefferson County,W,W,W,W,W,W,W,W,W,W,W,W,
Carbon Monoxide (1971),MAINE,ME,23,001,Androscoggin County,P,P,P,P,P,P,P,,,,,,
Carbon Monoxide (1971),MAINE,ME,23,019,Penobscot County,P,P,P,P,P,P,P,,,,,,
Carbon Monoxide (1971),MARYLAND,MD,24,001,Allegany County,P,P,P,P,,,,,,,,,
Carbon Monoxide (1971),MARYLAND,MD,24,031,Montgomery County,W,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),MARYLAND,MD,24,033,Prince George's County,W,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),MARYLAND,MD,24,510,Baltimore city,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),MASSACHUSETTS,MA,25,009,Essex County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),MASSACHUSETTS,MA,25,013,Hampden County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),MASSACHUSETTS,MA,25,017,Middlesex County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),MASSACHUSETTS,MA,25,021,Norfolk County,,,,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),MASSACHUSETTS,MA,25,025,Suffolk County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),MASSACHUSETTS,MA,25,027,Worcester County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),MICHIGAN,MI,26,099,Macomb County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),MICHIGAN,MI,26,125,Oakland County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),MICHIGAN,MI,26,145,Saginaw County,P,P,P,P,P,P,,,,,,,
Carbon Monoxide (1971),MICHIGAN,MI,26,163,Wayne County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),MINNESOTA,MN,27,003,Anoka County,W,W,W,W,W,W,W,W,W,,,,W
Carbon Monoxide (1971),MINNESOTA,MN,27,009,Benton County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),MINNESOTA,MN,27,019,Carver County,W,W,W,W,W,W,W,W,W,,,,P
Carbon Monoxide (1971),MINNESOTA,MN,27,037,Dakota County,W,W,W,W,W,W,W,W,W,,,,P
Carbon Monoxide (1971),MINNESOTA,MN,27,053,Hennepin County,W,W,W,W,W,W,W,W,W,,,,W
Carbon Monoxide (1971),MINNESOTA,MN,27,109,Olmsted County,P,P,P,P,P,P,P,P,P,,,,
Carbon Monoxide (1971),MINNESOTA,MN,27,123,Ramsey County,W,W,W,W,W,W,W,W,W,P,P,P,W
Carbon Monoxide (1971),MINNESOTA,MN,27,137,St. Louis County,P,P,P,P,P,P,P,P,P,,,,
Carbon Monoxide (1971),MINNESOTA,MN,27,139,Scott County,W,W,W,W,W,W,W,W,W,,,,P
Carbon Monoxide (1971),MINNESOTA,MN,27,141,Sherburne County,W,W,W,W,W,W,W,W,W,W,W,W,W
Carbon Monoxide (1971),MINNESOTA,MN,27,145,Stearns County,W,W,W,W,W,W,W,W,W,W,W,W,W
Carbon Monoxide (1971),MINNESOTA,MN,27,163,Washington County,W,W,W,W,W,W,W,W,W,,,,P
Carbon Monoxide (1971),MINNESOTA,MN,27,171,Wright County,,,,,,,,,,,,,P
Carbon Monoxide (1971),MISSOURI,MO,29,189,St. Louis County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),MISSOURI,MO,29,510,St. Louis city,P,P,P,P,P,P,P,P,P,P,P,P,W
Carbon Monoxide (1971),MONTANA,MT,30,013,Cascade County,,,,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),MONTANA,MT,30,063,Missoula County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),MONTANA,MT,30,111,Yellowstone County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),NEBRASKA,NE,31,055,Douglas County,P,P,P,P,P,P,P,P,P,,,,
Carbon Monoxide (1971),NEBRASKA,NE,31,109,Lancaster County,P,P,P,P,P,P,P,P,P,P,P,,
Carbon Monoxide (1971),NEVADA,NV,32,003,Clark County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),NEVADA,NV,32,005,Douglas County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),NEVADA,NV,32,031,Washoe County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),NEVADA,NV,32,510,Carson City,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),NEW HAMPSHIRE,NH,33,011,Hillsborough County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),NEW JERSEY,NJ,34,001,Atlantic County,P,P,P,P,P,P,,,,,,P,P
Carbon Monoxide (1971),NEW JERSEY,NJ,34,003,Bergen County,P,P,P,P,P,P,P,P,P,P,P,P,W
Carbon Monoxide (1971),NEW JERSEY,NJ,34,005,Burlington County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),NEW JERSEY,NJ,34,007,Camden County,P,P,P,P,P,P,P,P,P,P,P,P,W
Carbon Monoxide (1971),NEW JERSEY,NJ,34,009,Cape May County,P,,,,,,,,,,,,
Carbon Monoxide (1971),NEW JERSEY,NJ,34,013,Essex County,P,P,P,P,P,P,P,P,P,P,P,P,W
Carbon Monoxide (1971),NEW JERSEY,NJ,34,017,Hudson County,P,P,P,P,P,P,P,P,P,P,P,P,W
Carbon Monoxide (1971),NEW JERSEY,NJ,34,021,Mercer County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),NEW JERSEY,NJ,34,023,Middlesex County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),NEW JERSEY,NJ,34,025,Monmouth County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),NEW JERSEY,NJ,34,027,Morris County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),NEW JERSEY,NJ,34,029,Ocean County,P,P,P,P,P,P,,,,,,P,P
Carbon Monoxide (1971),NEW JERSEY,NJ,34,031,Passaic County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),NEW JERSEY,NJ,34,033,Salem County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),NEW JERSEY,NJ,34,035,Somerset County,P,P,P,P,P,P,P,P,P,P,P,P,P
Carbon Monoxide (1971),NEW JERSEY,NJ,34,039,Union County,P,P,P,P,P,P,P,P,P,P,P,P,W
Carbon Monoxide (1971),NEW MEXICO,NM,35,001,Bernalillo County,W,W,W,W,W,W,W,W,W,W,W,W,W
Carbon Monoxide (1971),NEW MEXICO,NM,35,013,Dona Ana County,P,P,P,P,P,P,,,,,,,
Carbon Monoxide (1971),NEW MEXICO,NM,35,045,San Juan County,P,P,P,,,,,,,,,,
Carbon Monoxide (1971),NEW MEXICO,NM,35,049,Santa Fe County,P,P,P,,,,,,,,,,
Carbon Monoxide (1971),NEW YORK,NY,36,001,Albany County,P,P,P,P,P,P,,,,,,,
Carbon Monoxide (1971),NEW YORK,NY,36,005,Bronx County,W,W,W,W,W,W,W,W,W,W,W,W,W
Carbon Monoxide (1971),NEW YORK,NY,36,029,Erie County,P,P,P,P,,,,,,,,,
Carbon Monoxide (1971),NEW YORK,NY,36,047,Kings County,W,W,W,W,W,W,W,W,W,W,W,W,W
Carbon Monoxide (1971),NEW YORK,NY,36,055,Monroe County,P,P,P,P,,,,,,,,,
Carbon Monoxide (1971),NEW YORK,NY,36,059,Nassau County,P,P,P,P,P,P,P,P,P,P,P,P,W
Carbon Monoxide (1971),NEW YORK,NY,36,061,New York County,W,W,W,W,W,W,W,W,W,W,W,W,W
