STATE,STATE_FIPS,COUNTY,COUNTY_FIPS,YEAR,POP,RACE_WHT,RACE_BLK,RACE_NTV,RACE_ASN,RACE_2P,RACE_LTN,INCOME,POVERTY
Alabama,01,Barbour County,005,2019,25361,0.4244312132802334,0.4757698828910532,0.0032333109893143016,0.04100784669374236,0.01198690903355546,0.04357083711210126,18472.64378376247,0.3066868894142838
Alabama,01,Bibb County,007,1980,15723,0.75456337849011,0.23373402022514786,1.272021878776315e-4,3.8160656363289447e-4,0,0.011193792533231571,4857.623990332633,0.2096292056223367
Alabama,01,Bibb County,007,1990,16576,0.7850506756756757,0.20982142857142858,0.0015082046332046332,0.001266891891891892,0,0.002352799227799228,8972.585123069499,0.20837355212355213
Alabama,01,Bibb County,007,2000,20826,0.7565543071161048,0.22203015461442427,0.0023528281955248246,0.0038413521559588974,0.005137808508595025,0.010083549409392106,14109.249495822529,0.19643714587534813
Alabama,01,Bibb County,007,2010,22915,0.7407811477198342,0.22024874536329914,0.0027929303949378137,0.009600698232598735,0.008858826096443378,0.017717652192886756,17610.289121173526,0.1578461943871053
Alabama,01,Bibb County,007,2019,22493,0.7421419997332503,0.22291379540301426,0.0013337482772418086,0.0016004979326901703,0.0062686169030365,0.025741341750766904,20778.526030320543,0.18127181077937185
Alabama,01,Blount County,009,1980,36459,0.972955923091692,0.01812995419512329,0.002687950848898763,6.308456073946077e-4,0,0.005595326256891303,5212.198880934749,0.17902301215063496
Alabama,01,Blount County,009,1990,39248,0.9710303709743172,0.013274561761108847,0.0033887077048512025,0.005019364044027721,0,0.0072869955156950675,10169.385701182226,0.15129433346922136
Alabama,01,Blount County,009,2000,51024,0.8974992160551897,0.011876763875823142,0.0048996550642834745,0.022283631232361243,0.010171683913452493,0.05326904985888994,16324.89475540922,0.11621981812480402
Alabama,01,Blount County,009,2010,57322,0.845085656466976,0.01327588011583685,0.005355709849621437,0.043648163008966887,0.011932591326192387,0.08070199923240641,21154.63983920927,0.14610378310653255
