YEAR,ORISPL,NAME,STATE,SECTOR,SECTOR_NAME,NAICS,CHP,REPORTING,CAPACITY
2017,136,Seminole (FL),FL,1,,22,N,M,
2011,141,Agua Fria,AZ,1,Electric Utility,22,N,M,613.5
2012,141,Agua Fria,AZ,1,,22,N,M,
2013,141,Agua Fria,AZ,1,Electric Utility,22,N,M,
2014,141,Agua Fria,AZ,1,,22,N,M,
2015,141,Agua Fria,AZ,1,,22,N,M,
2016,141,Agua Fria,AZ,1,,22,N,M,
2017,141,Agua Fria,AZ,1,,22,N,M,
2011,143,Crosscut,AZ,1,Electric Utility,22,N,A,3
2012,143,Crosscut,AZ,1,,22,N,A,
2013,143,Crosscut,AZ,1,Electric Utility,22,N,A,
2011,145,Horse Mesa,AZ,1,Electric Utility,22,N,M,129.5
2012,145,Horse Mesa,AZ,1,,22,N,M,
2013,145,Horse Mesa,AZ,1,Electric Utility,22,N,M,
2014,145,Horse Mesa,AZ,1,,22,N,M,
2015,145,Horse Mesa,AZ,1,,22,N,M,
2016,145,Horse Mesa,AZ,1,,22,N,M,
2017,145,Horse Mesa,AZ,1,,22,N,M,
2011,147,Kyrene,AZ,1,Electric Utility,22,N,M,573.7
2012,147,Kyrene,AZ,1,,22,N,M,
2013,147,Kyrene,AZ,1,Electric Utility,22,N,M,
2014,147,Kyrene,AZ,1,,22,N,M,
2015,147,Kyrene,AZ,1,,22,N,M,
2016,147,Kyrene,AZ,1,,22,N,M,
2017,147,Kyrene,AZ,1,,22,N,M,
2011,148,Mormon Flat,AZ,1,Electric Utility,22,N,M,63.5
2012,148,Mormon Flat,AZ,1,,22,N,M,
2013,148,Mormon Flat,AZ,1,Electric Utility,22,N,M,
2014,148,Mormon Flat,AZ,1,,22,N,M,
2015,148,Mormon Flat,AZ,1,,22,N,M,
2016,148,Mormon Flat,AZ,1,,22,N,M,
2017,148,Mormon Flat,AZ,1,,22,N,M,
2011,149,Roosevelt,AZ,1,Electric Utility,22,N,A,36
2012,149,Roosevelt,AZ,1,,22,N,A,
2013,149,Roosevelt,AZ,1,Electric Utility,22,N,A,
2014,149,Roosevelt,AZ,1,,22,N,A,
2015,149,Roosevelt,AZ,1,,22,N,A,
2016,149,Roosevelt,AZ,1,,22,N,A,
2017,149,Roosevelt,AZ,1,,22,N,A,
2011,150,Stewart Mountain,AZ,1,Electric Utility,22,N,A,13
2012,150,Stewart Mountain,AZ,1,,22,N,A,
2013,150,Stewart Mountain,AZ,1,Electric Utility,22,N,A,
2014,150,Stewart Mountain,AZ,1,,22,N,A,
2015,150,Stewart Mountain,AZ,1,,22,N,A,
2016,150,Stewart Mountain,AZ,1,,22,N,A,
2017,150,Stewart Mountain,AZ,1,,22,N,A,
2011,151,McClure,CA,1,Electric Utility,22,N,M,142.4
2012,151,McClure,CA,1,,22,N,M,
2013,151,McClure,CA,1,Electric Utility,22,N,M,
2014,151,McClure,CA,1,,22,N,M,
2015,151,McClure,CA,1,,22,N,M,
2016,151,McClure,CA,1,,22,N,M,
2017,151,McClure,CA,1,,22,N,A,
2011,152,Davis Dam,AZ,1,Electric Utility,22,N,M,254.8
2012,152,Davis Dam,AZ,1,,22,N,M,
2013,152,Davis Dam,AZ,1,Electric Utility,22,N,M,
2014,152,Davis Dam,AZ,1,,22,N,M,
2015,152,Davis Dam,AZ,1,,22,N,M,
2016,152,Davis Dam,AZ,1,,22,N,M,
2017,152,Davis Dam,AZ,1,,22,N,A,
2011,153,Glen Canyon Dam,AZ,1,Electric Utility,22,N,M,1312
2012,153,Glen Canyon Dam,AZ,1,,22,N,M,
2013,153,Glen Canyon Dam,AZ,1,Electric Utility,22,N,M,
2014,153,Glen Canyon Dam,AZ,1,,22,N,M,
2015,153,Glen Canyon Dam,AZ,1,,22,N,M,
2016,153,Glen Canyon Dam,AZ,1,,22,N,M,
2017,153,Glen Canyon Dam,AZ,1,,22,N,M,
2011,154,Hoover Dam,NV,1,Electric Utility,22,N,M,1039.4
2012,154,Hoover Dam,NV,1,,22,N,M,
2013,154,Hoover Dam (NV),NV,1,Electric Utility,22,N,M,
2014,154,Hoover Dam (NV),NV,1,,22,N,M,
2015,154,Hoover Dam (NV),NV,1,,22,N,M,
2016,154,Hoover Dam (NV),NV,1,,22,N,M,
2017,154,Hoover Dam (NV),NV,1,,22,N,M,
2011,159,Lake Creek,UT,1,Electric Utility,22,N,A,1.5
2012,159,Lake Creek,UT,1,,22,N,A,
2013,159,Lake Creek Dam,UT,1,Electric Utility,22,N,A,
2014,159,Lake Creek Dam,UT,1,,22,N,A,
2015,159,Lake Creek Dam,UT,1,,22,N,A,
2016,159,Lake Creek Dam,UT,1,,22,N,A,
2017,159,Lake Creek Dam,UT,1,,22,N,A,
2011,160,Apache Station,AZ,1,Electric Utility,22,N,M,660.7
2012,160,Apache Station,AZ,1,,22,N,M,
2013,160,Apache Station,AZ,1,Electric Utility,22,N,M,
2014,160,Apache Station,AZ,1,,22,N,M,
2015,160,Apache Station,AZ,1,,22,N,M,
2016,160,Apache Station,AZ,1,,22,N,M,
2017,160,Apache Station,AZ,1,,22,N,M,
2011,161,Turlock Lake,CA,1,Electric Utility,22,N,A,3.3
2012,161,Turlock Lake,CA,1,,22,N,A,
2013,161,Turlock Lake,CA,1,Electric Utility,22,N,A,
2014,161,Turlock Lake,CA,1,,22,N,A,
2015,161,Turlock Lake,CA,1,,22,N,A,
2016,161,Turlock Lake,CA,1,,22,N,A,
2017,161,Turlock Lake,CA,1,,22,N,A,
2011,162,Hickman,CA,1,Electric Utility,22,N,A,1
2012,162,Hickman,CA,1,,22,N,A,
2013,162,Hickman,CA,1,Electric Utility,22,N,A,
2014,162,Hickman,CA,1,,22,N,A,
2015,162,Hickman,CA,1,,22,N,A,
2016,162,Hickman,CA,1,,22,N,A,
2017,162,Hickman,CA,1,,22,N,A,
2011,165,GRDA,OK,1,Electric Utility,22,N,M,1134
2012,165,GRDA,OK,1,,22,N,M,
2013,165,GREC,OK,1,Electric Utility,22,N,M,
2014,165,GREC,OK,1,,22,N,M,
2015,165,GREC,OK,1,,22,N,M,
2016,165,GREC,OK,1,,22,N,M,
2017,165,GREC,OK,1,,22,N,M,
2011,166,Carpenter,AR,1,Electric Utility,22,N,A,56
2012,166,Carpenter,AR,1,,22,N,A,
2013,166,Carpenter,AR,1,Electric Utility,22,N,A,
2014,166,Carpenter,AR,1,,22,N,A,
2015,166,Carpenter,AR,1,,22,N,A,
2016,166,Carpenter,AR,1,,22,N,A,
2017,166,Carpenter,AR,1,,22,N,A,
2011,167,Cecil Lynch,AR,1,Electric Utility,22,N,M,162
2012,167,Cecil Lynch,AR,1,,22,N,M,
2013,167,Cecil Lynch,AR,1,Electric Utility,22,N,M,
2014,167,Cecil Lynch,AR,1,,22,N,M,
2013,168,Hamilton Moses,AR,1,Electric Utility,22,N,A,
2011,169,Harvey Couch,AR,1,Electric Utility,22,N,M,182.7
2012,169,Harvey Couch,AR,1,,22,N,M,
2013,169,Harvey Couch,AR,1,Electric Utility,22,N,M,
2014,169,Harvey Couch,AR,1,,22,N,M,
2011,170,Lake Catherine,AR,1,Electric Utility,22,N,M,752
2012,170,Lake Catherine,AR,1,,22,N,M,
2013,170,Lake Catherine,AR,1,Electric Utility,22,N,M,
2014,170,Lake Catherine,AR,1,,22,N,M,
2015,170,Lake Catherine,AR,1,,22,N,M,
2016,170,Lake Catherine,AR,1,,22,N,M,
2017,170,Lake Catherine,AR,1,,22,N,A,
2011,171,Mabelvale,AR,1,Electric Utility,22,N,A,78
2012,171,Mabelvale,AR,1,,22,N,A,
2013,171,Mabelvale,AR,1,Electric Utility,22,N,A,
2014,171,Mabelvale,AR,1,,22,N,A,
2015,171,Mabelvale,AR,1,,22,N,A,
2016,171,Mabelvale,AR,1,,22,N,A,
2011,172,Osceola,AR,1,Electric Utility,22,N,A,9.6
2012,172,Osceola,AR,1,,22,N,A,
2013,172,Osceola (AR),AR,1,Electric Utility,22,N,A,
2014,172,Osceola (AR),AR,1,,22,N,A,
2015,172,Osceola (AR),AR,1,,22,N,A,
2016,172,Osceola (AR),AR,1,,22,N,A,
2017,172,Osceola (AR),AR,1,,22,N,A,
2011,173,Robert E Ritchie,AR,1,Electric Utility,22,N,M,564.1
2012,173,Robert E Ritchie,AR,1,,22,N,M,
2013,173,Robert E Ritchie,AR,1,Electric Utility,22,N,M,
2011,174,Remmel,AR,1,Electric Utility,22,N,A,9
2012,174,Remmel,AR,1,,22,N,A,
2013,174,Remmel,AR,1,Electric Utility,22,N,A,
2014,174,Remmel,AR,1,,22,N,A,
2015,174,Remmel,AR,1,,22,N,A,
2016,174,Remmel,AR,1,,22,N,A,
2017,174,Remmel,AR,1,,22,N,A,
2011,180,Volta 2,CA,1,Electric Utility,22,N,A,1
2012,180,Volta 2,CA,1,,22,N,A,
2013,180,Volta 2,CA,1,Electric Utility,22,N,A,
2014,180,Volta 2,CA,1,,22,N,A,
2015,180,Volta 2,CA,1,,22,N,A,
2016,180,Volta 2,CA,1,,22,N,A,
2017,180,Volta 2,CA,1,,22,N,A,
2011,182,Beaver,AR,1,Electric Utility,22,N,M,112
2012,182,Beaver,AR,1,,22,N,M,
2013,182,Beaver Dam,AR,1,Electric Utility,22,N,M,
2014,182,Beaver Dam,AR,1,,22,N,M,
2015,182,Beaver Dam,AR,1,,22,N,M,
2016,182,Beaver Dam,AR,1,,22,N,M,
2017,182,Beaver Dam,AR,1,,22,N,A,
2011,187,Degray,AR,1,Electric Utility,22,N,M,68
2012,187,Degray,AR,1,,22,N,M,
2013,187,Degray,AR,1,Electric Utility,22,N,M,
2014,187,Degray,AR,1,,22,N,M,
2015,187,Degray,AR,1,,22,N,M,
2016,187,Degray,AR,1,,22,N,M,
2017,187,Degray,AR,1,,22,N,M,
2011,188,Greers Ferry Lake,AR,1,Electric Utility,22,N,M,96
2012,188,Greers Ferry Lake,AR,1,,22,N,M,
2013,188,Greers Ferry Lake,AR,1,Electric Utility,22,N,M,
2014,188,Greers Ferry Lake,AR,1,,22,N,M,
2015,188,Greers Ferry Lake,AR,1,,22,N,M,
2016,188,Greers Ferry Lake,AR,1,,22,N,M,
2017,188,Greers Ferry Lake,AR,1,,22,N,A,
2011,193,Municipal Light,AR,1,Electric Utility,22,N,A,7.2
2012,193,Municipal Light,AR,1,,22,N,A,
2013,193,Municipal Light,AR,1,Electric Utility,22,N,A,
2014,193,Municipal Light,AR,1,,22,N,A,
2015,193,Municipal Light,AR,1,,22,N,A,
2016,193,Municipal Light,AR,1,,22,N,A,
2017,193,Municipal Light,AR,1,,22,N,A,
2011,195,Narrows,AR,1,Electric Utility,22,N,A,17
2012,195,Narrows,AR,1,,22,N,A,
2013,195,Narrows (AR),AR,1,Electric Utility,22,N,A,
2014,195,Narrows (AR),AR,1,,22,N,A,
2015,195,Narrows (AR),AR,1,,22,N,A,
2016,195,Narrows (AR),AR,1,,22,N,A,
2017,195,Narrows (AR),AR,1,,22,N,A,
2011,196,Norfork,AR,1,Electric Utility,22,N,M,80.4
2012,196,Norfork,AR,1,,22,N,M,
2013,196,Norfork,AR,1,Electric Utility,22,N,M,
2014,196,Norfork,AR,1,,22,N,M,
2015,196,Norfork,AR,1,,22,N,M,
2016,196,Norfork,AR,1,,22,N,M,
2017,196,Norfork,AR,1,,22,N,A,
2011,197,Blakely Mountain,AR,1,Electric Utility,22,N,A,75
2012,197,Blakely Mountain,AR,1,,22,N,A,
2013,197,Blakely Mountain,AR,1,Electric Utility,22,N,A,
2014,197,Blakely Mountain,AR,1,,22,N,A,
2015,197,Blakely Mountain,AR,1,,22,N,A,
2016,197,Blakely Mountain,AR,1,,22,N,A,
2017,197,Blakely Mountain,AR,1,,22,N,A,
2011,198,Bull Shoals,AR,1,Electric Utility,22,N,M,340
2012,198,Bull Shoals,AR,1,,22,N,M,
2013,198,Bull Shoals,AR,1,Electric Utility,22,N,M,
2014,198,Bull Shoals,AR,1,,22,N,M,
2015,198,Bull Shoals,AR,1,,22,N,M,
2016,198,Bull Shoals,AR,1,,22,N,M,
2017,198,Bull Shoals,AR,1,,22,N,A,
2011,199,Dardanelle,AR,1,Electric Utility,22,N,M,160.8
2012,199,Dardanelle,AR,1,,22,N,M,
2013,199,Dardanelle,AR,1,Electric Utility,22,N,M,
2014,199,Dardanelle,AR,1,,22,N,M,
2015,199,Dardanelle,AR,1,,22,N,M,
2016,199,Dardanelle,AR,1,,22,N,M,
2017,199,Dardanelle,AR,1,,22,N,A,
2011,201,Thomas Fitzhugh,AR,1,Electric Utility,22,N,M,185
2012,201,Thomas Fitzhugh,AR,1,,22,N,M,
2013,201,Thomas Fitzhugh,AR,1,Electric Utility,22,N,M,
2014,201,Thomas Fitzhugh,AR,1,,22,N,M,
2015,201,Thomas Fitzhugh,AR,1,,22,N,M,
2016,201,Thomas Fitzhugh,AR,1,,22,N,M,
2017,201,Thomas Fitzhugh,AR,1,,22,N,A,
2011,202,Carl Bailey,AR,1,Electric Utility,22,N,M,120
2012,202,Carl Bailey,AR,1,,22,N,M,
2013,202,Carl Bailey,AR,1,Electric Utility,22,N,M,
2014,202,Carl Bailey,AR,1,,22,N,M,
2015,202,Carl Bailey,AR,1,,22,N,M,
2016,202,Carl Bailey,AR,1,,22,N,M,
2017,202,Carl Bailey,AR,1,,22,N,A,
2011,203,McClellan,AR,1,Electric Utility,22,N,M,136
2012,203,McClellan,AR,1,,22,N,M,
2013,203,McClellan (AR),AR,1,Electric Utility,22,N,M,
2014,203,McClellan (AR),AR,1,,22,N,M,
2015,203,McClellan (AR),AR,1,,22,N,M,
2016,203,McClellan (AR),AR,1,,22,N,M,
2017,203,McClellan (AR),AR,1,,22,N,A,
2011,204,Clinton Power Station,IL,2,NAICS-22 Non-Cogen,22,N,M,1138.3
2012,204,Clinton Power Station,IL,2,,22,N,M,
2013,204,Clinton Power Station,IL,2,NAICS-22 Non-Cogen,22,N,M,
2014,204,Clinton Power Station,IL,2,,22,N,M,
2015,204,Clinton Power Station,IL,2,,22,N,M,
2016,204,Clinton Power Station,IL,2,,22,N,M,
2017,204,Clinton Power Station,IL,2,,22,N,M,
2011,207,St Johns River Power Park,FL,1,Electric Utility,22,N,M,1358
2012,207,St Johns River Power Park,FL,1,,22,N,M,
2013,207,St Johns River Power Park,FL,1,Electric Utility,22,N,M,
2014,207,St Johns River Power Park,FL,1,,22,N,M,
2015,207,St Johns River Power Park,FL,1,,22,N,M,
2016,207,St Johns River Power Park,FL,1,,22,N,M,
2017,207,St Johns River Power Park,FL,1,,22,N,M,
2011,210,Wolf Creek Generating Station,KS,1,Electric Utility,22,N,M,1267.7
2012,210,Wolf Creek Generating Station,KS,1,,22,N,M,
2013,210,Wolf Creek Generating Station,KS,1,Electric Utility,22,N,M,
2014,210,Wolf Creek Generating Station,KS,1,,22,N,M,
2015,210,Wolf Creek Generating Station,KS,1,,22,N,M,
2016,210,Wolf Creek Generating Station,KS,1,,22,N,M,
2017,210,Wolf Creek Generating Station,KS,1,,22,N,M,
2011,214,Alta Powerhouse,CA,1,Electric Utility,22,N,A,1
2012,214,Alta Powerhouse,CA,1,,22,N,A,
2013,214,Alta Powerhouse,CA,1,Electric Utility,22,N,A,
2014,214,Alta Powerhouse,CA,1,,22,N,A,
2015,214,Alta Powerhouse,CA,1,,22,N,A,
2016,214,Alta Powerhouse,CA,1,,22,N,A,
2017,214,Alta Powerhouse,CA,1,,22,N,A,
2011,215,Angels,CA,1,Electric Utility,22,N,A,1.4
2012,215,Angels,CA,1,,22,N,A,
2013,215,Angels,CA,2,NAICS-22 Non-Cogen,22,N,A,
2014,215,Angels,CA,2,,22,N,A,
2015,215,Angels,CA,2,,22,N,A,
2016,215,Angels,CA,2,,22,N,A,
2017,215,Angels,CA,2,,22,N,A,
2011,217,Balch 1,CA,1,Electric Utility,22,N,A,31
2012,217,Balch 1,CA,1,,22,N,A,
2013,217,Balch 1,CA,1,Electric Utility,22,N,A,
2014,217,Balch 1,CA,1,,22,N,A,
2015,217,Balch 1,CA,1,,22,N,A,
2016,217,Balch 1,CA,1,,22,N,A,
2017,217,Balch 1,CA,1,,22,N,A,
2011,218,Balch 2,CA,1,Electric Utility,22,N,M,97.2
2012,218,Balch 2,CA,1,,22,N,M,
2013,218,Balch 2,CA,1,Electric Utility,22,N,M,
2014,218,Balch 2,CA,1,,22,N,M,
2015,218,Balch 2,CA,1,,22,N,M,
2016,218,Balch 2,CA,1,,22,N,M,
2017,218,Balch 2,CA,1,,22,N,A,
2011,219,Belden,CA,1,Electric Utility,22,N,M,117.9
2012,219,Belden,CA,1,,22,N,M,
2013,219,Belden,CA,1,Electric Utility,22,N,M,
2014,219,Belden,CA,1,,22,N,M,
2015,219,Belden,CA,1,,22,N,M,
2016,219,Belden,CA,1,,22,N,M,
2017,219,Belden,CA,1,,22,N,M,
2011,220,Bucks Creek,CA,1,Electric Utility,22,N,A,66
2012,220,Bucks Creek,CA,1,,22,N,A,
2013,220,Bucks Creek,CA,1,Electric Utility,22,N,A,
2014,220,Bucks Creek,CA,1,,22,N,A,
2015,220,Bucks Creek,CA,1,,22,N,A,
2016,220,Bucks Creek,CA,1,,22,N,A,
2017,220,Bucks Creek,CA,1,,22,N,A,
2011,221,Butt Valley,CA,1,Electric Utility,22,N,A,40
2012,221,Butt Valley,CA,1,,22,N,A,
2013,221,Butt Valley,CA,1,Electric Utility,22,N,A,
2014,221,Butt Valley,CA,1,,22,N,A,
2015,221,Butt Valley,CA,1,,22,N,A,
2016,221,Butt Valley,CA,1,,22,N,A,
2017,221,Butt Valley,CA,1,,22,N,A,
2011,222,Caribou 1,CA,1,Electric Utility,22,N,A,73.8
2012,222,Caribou 1,CA,1,,22,N,A,
2013,222,Caribou 1,CA,1,Electric Utility,22,N,A,
2014,222,Caribou 1,CA,1,,22,N,A,
2015,222,Caribou 1,CA,1,,22,N,A,
2016,222,Caribou 1,CA,1,,22,N,A,
2017,222,Caribou 1,CA,1,,22,N,A,
2011,223,Caribou 2,CA,1,Electric Utility,22,N,M,117.9
2012,223,Caribou 2,CA,1,,22,N,M,
2013,223,Caribou 2,CA,1,Electric Utility,22,N,M,
2014,223,Caribou 2,CA,1,,22,N,M,
2015,223,Caribou 2,CA,1,,22,N,M,
2016,223,Caribou 2,CA,1,,22,N,M,
2017,223,Caribou 2,CA,1,,22,N,M,
2011,225,Chili Bar,CA,1,Electric Utility,22,N,A,7
2012,225,Chili Bar,CA,1,,22,N,A,
2013,225,Chili Bar,CA,1,Electric Utility,22,N,A,
2014,225,Chili Bar,CA,1,,22,N,A,
2015,225,Chili Bar,CA,1,,22,N,A,
2016,225,Chili Bar,CA,1,,22,N,A,
2017,225,Chili Bar,CA,1,,22,N,A,
2012,226,Coal Canyon,CA,1,,22,N,A,
2013,226,Coal Canyon,CA,1,Electric Utility,22,N,A,
2011,227,Coleman,CA,1,Electric Utility,22,N,A,12.1
2012,227,Coleman,CA,1,,22,N,A,
2013,227,Coleman Hydro,CA,1,Electric Utility,22,N,A,
2014,227,Coleman PH,CA,1,,22,N,A,
2015,227,Coleman PH,CA,1,,22,N,A,
2016,227,Coleman PH,CA,1,,22,N,A,
2017,227,Coleman PH,CA,1,,22,N,A,
2011,228,Contra Costa,CA,2,NAICS-22 Non-Cogen,22,N,M,718
2012,228,Contra Costa,CA,2,,22,N,M,
2013,228,Contra Costa,CA,2,NAICS-22 Non-Cogen,22,N,M,
2011,229,Cow Creek,CA,1,Electric Utility,22,N,A,1.4
2012,229,Cow Creek,CA,1,,22,N,A,
2013,229,Cow Creek,CA,1,Electric Utility,22,N,A,
2014,229,Cow Creek,CA,1,,22,N,A,
2015,229,Cow Creek,CA,1,,22,N,A,
2016,229,Cow Creek,CA,1,,22,N,A,
2017,229,Cow Creek,CA,1,,22,N,A,
2011,231,Cresta,CA,1,Electric Utility,22,N,A,73.8
2012,231,Cresta,CA,1,,22,N,A,
2013,231,Cresta,CA,1,Electric Utility,22,N,A,
2014,231,Cresta,CA,1,,22,N,A,
2015,231,Cresta,CA,1,,22,N,A,
2016,231,Cresta,CA,1,,22,N,A,
2017,231,Cresta,CA,1,,22,N,A,
2011,232,De Sabla,CA,1,Electric Utility,22,N,A,18.4
2012,232,De Sabla,CA,1,,22,N,A,
2013,232,De Sabla,CA,1,Electric Utility,22,N,A,
2014,232,De Sabla,CA,1,,22,N,A,
2015,232,De Sabla,CA,1,,22,N,A,
2016,232,De Sabla,CA,1,,22,N,A,
2017,232,De Sabla,CA,1,,22,N,A,
2011,233,Deer Creek,CA,1,Electric Utility,22,N,A,5.5
2012,233,Deer Creek,CA,1,,22,N,A,
2013,233,Deer Creek (CA),CA,1,Electric Utility,22,N,A,
2014,233,Deer Creek PH,CA,1,,22,N,A,
2015,233,Deer Creek PH,CA,1,,22,N,A,
2016,233,Deer Creek PH,CA,1,,22,N,A,
2017,233,Deer Creek PH,CA,1,,22,N,A,
2011,235,Drum 1,CA,1,Electric Utility,22,N,A,49.2
2012,235,Drum 1,CA,1,,22,N,A,
2013,235,Drum 1,CA,1,Electric Utility,22,N,A,
2014,235,Drum 1,CA,1,,22,N,A,
2015,235,Drum 1,CA,1,,22,N,A,
2016,235,Drum 1,CA,1,,22,N,A,
2017,235,Drum 1,CA,1,,22,N,A,
2011,236,Drum 2,CA,1,Electric Utility,22,N,A,53.1
2012,236,Drum 2,CA,1,,22,N,A,
2013,236,Drum 2,CA,1,Electric Utility,22,N,A,
2014,236,Drum 2,CA,1,,22,N,A,
2015,236,Drum 2,CA,1,,22,N,A,
2016,236,Drum 2,CA,1,,22,N,A,
2017,236,Drum 2,CA,1,,22,N,A,
2011,237,Dutch Flat,CA,1,Electric Utility,22,N,A,22
2012,237,Dutch Flat,CA,1,,22,N,A,
2013,237,Dutch Flat,CA,1,Electric Utility,22,N,A,
2014,237,Dutch Flat,CA,1,,22,N,A,
2015,237,Dutch Flat,CA,1,,22,N,A,
2016,237,Dutch Flat,CA,1,,22,N,A,
2017,237,Dutch Flat,CA,1,,22,N,A,
2011,238,El Dorado,CA,1,Electric Utility,22,N,A,20
2012,238,El Dorado,CA,1,,22,N,A,
2013,238,El Dorado,CA,1,Electric Utility,22,N,A,
2014,238,El Dorado,CA,1,,22,N,A,
2015,238,El Dorado,CA,1,,22,N,A,
2016,238,El Dorado,CA,1,,22,N,A,
2017,238,El Dorado,CA,1,,22,N,A,
2011,239,Electra,CA,1,Electric Utility,22,N,M,102.5
2012,239,Electra,CA,1,,22,N,M,
2013,239,Electra,CA,1,Electric Utility,22,N,M,
2014,239,Electra,CA,1,,22,N,M,
2015,239,Electra,CA,1,,22,N,M,
2016,239,Electra,CA,1,,22,N,M,
2017,239,Electra,CA,1,,22,N,M,
2011,240,Haas,CA,1,Electric Utility,22,N,M,135
2012,240,Haas,CA,1,,22,N,M,
2013,240,Haas,CA,1,Electric Utility,22,N,M,
2014,240,Haas,CA,1,,22,N,M,
2015,240,Haas,CA,1,,22,N,M,
2016,240,Haas,CA,1,,22,N,M,
2017,240,Haas,CA,1,,22,N,M,
2011,241,Halsey,CA,1,Electric Utility,22,N,A,13.6
2012,241,Halsey,CA,1,,22,N,A,
2013,241,Halsey,CA,1,Electric Utility,22,N,A,
2014,241,Halsey,CA,1,,22,N,A,
2015,241,Halsey,CA,1,,22,N,A,
2016,241,Halsey,CA,1,,22,N,A,
2017,241,Halsey,CA,1,,22,N,A,
2011,242,Hamilton Branch,CA,1,Electric Utility,22,N,A,5.3
2012,242,Hamilton Branch,CA,1,,22,N,A,
2013,242,Hamilton Branch,CA,1,Electric Utility,22,N,A,
2014,242,Hamilton Branch,CA,1,,22,N,A,
2015,242,Hamilton Branch,CA,1,,22,N,A,
2016,242,Hamilton Branch,CA,1,,22,N,A,
2017,242,Hamilton Branch,CA,1,,22,N,A,
2011,243,Hat Creek 1,CA,1,Electric Utility,22,N,A,10
2012,243,Hat Creek 1,CA,1,,22,N,A,
2013,243,Hat Creek 1,CA,1,Electric Utility,22,N,A,
2014,243,Hat Creek 1,CA,1,,22,N,A,
2015,243,Hat Creek 1,CA,1,,22,N,A,
2016,243,Hat Creek 1,CA,1,,22,N,A,
2017,243,Hat Creek 1,CA,1,,22,N,A,
2011,244,Hat Creek 2,CA,1,Electric Utility,22,N,A,10
2012,244,Hat Creek 2,CA,1,,22,N,A,
2013,244,Hat Creek 2,CA,1,Electric Utility,22,N,A,
2014,244,Hat Creek 2,CA,1,,22,N,A,
2015,244,Hat Creek 2,CA,1,,22,N,A,
2016,244,Hat Creek 2,CA,1,,22,N,A,
2017,244,Hat Creek 2,CA,1,,22,N,A,
2011,246,Humboldt Bay,CA,1,Electric Utility,22,N,M,167
2012,246,Humboldt Bay,CA,1,,22,N,M,
2013,246,Humboldt Bay,CA,1,Electric Utility,22,N,M,
2014,246,Humboldt Bay,CA,1,,22,N,M,
2015,246,Humboldt Bay,CA,1,,22,N,M,
2016,246,Humboldt Bay,CA,1,,22,N,M,
2017,246,Humboldt Bay,CA,1,,22,N,M,
2011,248,Inskip,CA,1,Electric Utility,22,N,A,7.6
2012,248,Inskip,CA,1,,22,N,A,
2013,248,Inskip,CA,1,Electric Utility,22,N,A,
2014,248,Inskip,CA,1,,22,N,A,
2015,248,Inskip,CA,1,,22,N,A,
2016,248,Inskip,CA,1,,22,N,A,
2017,248,Inskip,CA,1,,22,N,A,
2011,249,James B Black,CA,1,Electric Utility,22,N,M,168.6
2012,249,James B Black,CA,1,,22,N,M,
2013,249,James B Black,CA,1,Electric Utility,22,N,M,
2014,249,James B Black,CA,1,,22,N,M,
2015,249,James B Black,CA,1,,22,N,M,
2016,249,James B Black,CA,1,,22,N,M,
2017,249,James B Black,CA,1,,22,N,M,
2011,250,Kerckhoff,CA,1,Electric Utility,22,N,A,22.6
2012,250,Kerckhoff,CA,1,,22,N,A,
2013,250,Kerckhoff,CA,1,Electric Utility,22,N,A,
2014,250,Kerckhoff,CA,1,,22,N,A,
2015,250,Kerckhoff,CA,1,,22,N,A,
2016,250,Kerckhoff,CA,1,,22,N,A,
2017,250,Kerckhoff,CA,1,,22,N,A,
2011,253,Kilarc,CA,1,Electric Utility,22,N,A,3
2012,253,Kilarc,CA,1,,22,N,A,
2013,253,Kilarc,CA,1,Electric Utility,22,N,A,
2014,253,Kilarc,CA,1,,22,N,A,
2015,253,Kilarc,CA,1,,22,N,A,
2016,253,Kilarc,CA,1,,22,N,A,
2017,253,Kilarc,CA,1,,22,N,A,
2011,254,Kings River,CA,1,Electric Utility,22,N,A,48.6
2012,254,Kings River,CA,1,,22,N,A,
2013,254,Kings River Dam,CA,1,Electric Utility,22,N,A,
2014,254,Kings River PH,CA,1,,22,N,A,
2015,254,Kings River PH,CA,1,,22,N,A,
2016,254,Kings River PH,CA,1,,22,N,A,
2017,254,Kings River PH,CA,1,,22,N,A,
2011,255,Lime Saddle,CA,1,Electric Utility,22,N,A,2
2012,255,Lime Saddle,CA,1,,22,N,A,
2013,255,Lime Saddle,CA,1,Electric Utility,22,N,A,
2014,255,Lime Saddle,CA,1,,22,N,A,
2015,255,Lime Saddle,CA,1,,22,N,A,
2016,255,Lime Saddle,CA,1,,22,N,A,
2017,255,Lime Saddle,CA,1,,22,N,A,
2011,258,Merced Falls,CA,1,Electric Utility,22,N,A,3.4
2012,258,Merced Falls,CA,1,,22,N,A,
2013,258,Merced Falls,CA,1,Electric Utility,22,N,A,
2014,258,Merced Falls,CA,1,,22,N,A,
2015,258,Merced Falls,CA,1,,22,N,A,
2016,258,Merced Falls,CA,1,,22,N,A,
2017,258,Merced Falls,CA,2,,22,N,A,
2011,259,Dynegy Morro Bay LLC,CA,2,NAICS-22 Non-Cogen,22,N,M,718
2012,259,Dynegy Morro Bay LLC,CA,2,,22,N,M,
