TYPE,ID,SULFUR_N,SULFUR_MEAN,SULFUR_MEDIAN,SULFUR_SD,SULFUR_MIN,SULFUR_MAX,SULFUR_LOW
MSHA,4406907,3,1.0633333333333335,1.06,0.01527525231651948,1.05,1.08,FALSE
MSHA,4406942,2,0.82,0.82,0,0.82,0.82,TRUE
MSHA,4406943,116,1.1930172413793103,1.05,0.40195223559541243,0.66,2.52,FALSE
MSHA,4406947,7,0.8814285714285715,0.83,0.0883984485965999,0.78,1,TRUE
MSHA,4406992,49,0.9926530612244898,1,0.2494558704310584,0.5,2,TRUE
MSHA,4407052,7,1.3157142857142856,1.39,0.18072604893015495,0.97,1.48,FALSE
MSHA,4407067,1,1,1,NA,1,1,TRUE
MSHA,4407074,2,0.735,0.735,0.049497474683058366,0.7,0.77,TRUE
MSHA,4407095,2,0.82,0.82,0,0.82,0.82,TRUE
MSHA,4407106,45,1.0897777777777777,1.03,0.2266504004858673,0.78,1.7,FALSE
MSHA,4407127,1,1.03,1.03,NA,1.03,1.03,FALSE
MSHA,4407160,1,0.62,0.62,NA,0.62,0.62,TRUE
MSHA,4407169,1,0.66,0.66,NA,0.66,0.66,TRUE
MSHA,4407180,2,1.01,1.01,0.014142135623730963,1,1.02,FALSE
MSHA,4407186,16,1.23875,1.22,0.16560495161679192,0.89,1.45,FALSE
MSHA,4407187,14,0.9464285714285714,0.9,0.15194164582583583,0.85,1.45,TRUE
MSHA,4407189,29,1.1451724137931034,1.11,0.14042335707361028,0.9,1.43,FALSE
MSHA,4407195,9,0.9477777777777778,0.85,0.2457019422887097,0.68,1.48,TRUE
MSHA,4407199,18,1.0711111111111111,1.04,0.20696373336433746,0.82,1.66,FALSE
MSHA,4407201,1,0.82,0.82,NA,0.82,0.82,TRUE
MSHA,4407224,1,0.92,0.92,NA,0.92,0.92,TRUE
MSHA,4407233,114,0.8268421052631579,0.81,0.2081580228077829,0.39,1.53,TRUE
MSHA,4407239,24,1.0345833333333334,1.06,0.29304961987715483,0.43,1.49,FALSE
MSHA,4407252,1,0.82,0.82,NA,0.82,0.82,TRUE
MSHA,4407253,2,0.8,0.8,0.056568542494923775,0.76,0.84,TRUE
MSHA,4407288,22,0.47409090909090906,0.46,0.07531894663989748,0.36,0.71,TRUE
MSHA,4407290,1,1.91,1.91,NA,1.91,1.91,FALSE
MSHA,4407293,15,0.8933333333333333,0.96,0.17257158625032218,0.58,1.09,TRUE
MSHA,4407297,3,1.3199999999999998,1.38,0.38353617821530206,0.91,1.67,FALSE
MSHA,4407303,102,0.9995098039215686,0.935,0.5945334762302094,0.4,6.43,TRUE
MSHA,4600376,1,0.94,0.94,NA,0.94,0.94,TRUE
MSHA,4601271,24,1.1354166666666665,1.14,0.45042954539230534,0.73,3.04,FALSE
MSHA,4601318,402,3.3209203980099504,3.295,0.3340015061591032,1.21,4.32,FALSE
MSHA,4601368,458,0.6477947598253275,0.62,0.14865901466801376,0.51,2.53,TRUE
MSHA,4601433,791,2.967218710493047,2.99,0.37889960789721616,0.5,7.5,FALSE
MSHA,4601436,965,3.7870673575129534,3.9,0.45222387396095165,0,6.96,FALSE
MSHA,4601437,1123,3.9228227960819235,4.02,0.43484723046959484,0.73,6.05,FALSE
MSHA,4601438,14,3.9642857142857144,3.92,0.311589332436,3.48,4.7,FALSE
MSHA,4601453,2,1.71,1.71,0.15556349186104043,1.6,1.82,FALSE
MSHA,4601456,1100,2.591881818181818,2.66,0.4659857072678806,0.51,4.33,FALSE
MSHA,4601602,15,0.8273333333333334,0.8,0.33156483241628343,0.37,1.84,TRUE
MSHA,4601867,17,2.8194117647058823,2.93,0.33153941297067707,2.03,3.18,FALSE
MSHA,4601968,984,2.8446747967479675,2.88,0.33982057370662905,1.61,4.6,FALSE
MSHA,4602140,90,0.7236666666666667,0.7,0.11935642025538373,0.49,1.5,TRUE
MSHA,4602151,27,1.762962962962963,1.8,0.247818401483748,1.23,2.29,FALSE
MSHA,4602250,15,1.144,1.1,0.20746083967823903,0.7,1.5,FALSE
MSHA,4602319,2,1.85,1.85,0.014142135623730963,1.84,1.86,FALSE
MSHA,4602435,145,0.6604827586206896,0.65,0.07156321054458271,0.19,1.21,TRUE
MSHA,4602444,4,0.825,0.845,0.13178264933847195,0.65,0.96,TRUE
MSHA,4602445,21,0.7438095238095238,0.76,0.10180747469985643,0.56,0.93,TRUE
MSHA,4602446,41,0.7670731707317073,0.68,0.26584999438065654,0.59,1.79,TRUE
MSHA,4602489,28,2.077142857142857,2.115,0.32392108255695207,1.57,2.95,FALSE
MSHA,4602515,17,0.711764705882353,0.69,0.07090797681834243,0.63,0.87,TRUE
MSHA,4602737,9,3.533333333333333,3.45,0.23499999999999988,3.32,4.06,FALSE
MSHA,4602900,25,1.3828,1.4,0.3650287659897505,0.72,2.52,FALSE
MSHA,4603085,7,1.2042857142857142,1.05,0.2789179773611556,0.9,1.61,FALSE
MSHA,4603090,9,0.7277777777777779,0.68,0.11540989751509376,0.66,1.02,TRUE
MSHA,4603135,1,0.81,0.81,NA,0.81,0.81,TRUE
MSHA,4603140,3,0.8866666666666667,0.89,0.0850490054811538,0.8,0.97,TRUE
MSHA,4603141,98,0.9081632653061225,0.87,0.15982817409514719,0.67,1.68,TRUE
MSHA,4603143,231,0.8486147186147186,0.82,0.3212418614090494,0.62,4.25,TRUE
MSHA,4603176,47,0.7810638297872341,0.8,0.06969604949671579,0.63,0.96,TRUE
MSHA,4603202,10,2.938,3.11,0.5893650066903456,1.27,3.21,FALSE
MSHA,4603203,66,0.9983333333333333,0.91,0.26056496802928547,0.71,1.64,TRUE
MSHA,4603307,1,0.73,0.73,NA,0.73,0.73,TRUE
MSHA,4603317,528,0.8609659090909091,0.79,0.39045977711575114,0.6,4.51,TRUE
MSHA,4603408,12,0.7008333333333333,0.67,0.1313190655224784,0.54,0.93,TRUE
MSHA,4603444,15,0.8140000000000001,0.8,0.09310516327557472,0.68,0.97,TRUE
MSHA,4603755,310,0.925258064516129,0.91,0.1226821260859409,0.53,1.64,TRUE
MSHA,4604168,136,1.516470588235294,1.41,0.3520869619258429,0.85,2.58,FALSE
MSHA,4604236,24,0.8825,0.925,0.07880907032326538,0.71,0.95,TRUE
MSHA,4604315,60,0.726,0.725,0.07180954093636531,0.53,0.94,TRUE
MSHA,4604387,314,2.2764012738853503,2.38,0.43161496804136634,1.18,3.36,FALSE
MSHA,4604637,12,0.92,0.92,0,0.92,0.92,TRUE
MSHA,4604669,30,0.745,0.71,0.10454334194403575,0.56,0.97,TRUE
MSHA,4604670,324,1.1508333333333334,0.94,0.5552308949880456,0.42,4.91,TRUE
MSHA,4605086,172,0.8880813953488372,0.86,0.12498109472159258,0.4,1.5,TRUE
MSHA,4605121,443,0.9618735891647856,0.89,0.26577192668869637,0.64,2.23,TRUE
MSHA,4605130,1,0.82,0.82,NA,0.82,0.82,TRUE
MSHA,4605238,20,3.0625,3.3499999999999996,0.6549477681062578,1.7,3.71,FALSE
MSHA,4605252,15,1.6333333333333333,1.66,0.14395766573478996,1.25,1.84,FALSE
MSHA,4605295,197,0.6723857868020304,0.66,0.06839928840344153,0.5,1.12,TRUE
MSHA,4605317,402,1.06136815920398,0.95,0.29766484153554074,0.62,1.98,TRUE
MSHA,4605368,14,0.9071428571428571,0.82,0.14609946935240714,0.79,1.29,TRUE
MSHA,4605382,9,0.8955555555555555,0.89,0.12817089286486916,0.76,1.18,TRUE
MSHA,4605398,502,0.7995617529880478,0.8,0.08550546650192208,0.54,1.32,TRUE
MSHA,4605437,38,0.9510526315789474,0.72,0.774829674304022,0.6,4.33,TRUE
MSHA,4605449,2,1.09,1.09,0.22627416997969516,0.93,1.25,FALSE
MSHA,4605472,56,0.8546428571428571,0.865,0.08063304726778166,0.6,0.99,TRUE
MSHA,4605544,197,1.411979695431472,1.34,0.28887473380432394,0.91,2.39,FALSE
MSHA,4605589,130,2.327769230769231,2.3,0.5379522836748921,1.23,3.36,FALSE
MSHA,4605649,279,0.876774193548387,0.86,0.13537447096548677,0.55,1.68,TRUE
MSHA,4605868,1,0.89,0.89,NA,0.89,0.89,TRUE
MSHA,4605890,846,0.7834988179669031,0.74,0.12972361835211219,0.56,1.76,TRUE
MSHA,4605893,4,0.6725,0.65,0.06701989754294367,0.62,0.77,TRUE
MSHA,4605909,44,0.7809090909090909,0.775,0.08271042739071256,0.67,1.04,TRUE
MSHA,4605992,93,1.1056989247311828,1.08,0.30832435578201806,0.56,2.26,FALSE
MSHA,4606045,361,0.9851246537396122,0.97,0.14429540870671564,0.65,2.35,TRUE
MSHA,4606188,393,1.0102035623409669,0.91,0.32252663121736197,0.25,2.52,TRUE
MSHA,4606448,34,0.7129411764705882,0.69,0.0675335791567831,0.65,0.95,TRUE
MSHA,4606497,1,1.03,1.03,NA,1.03,1.03,FALSE
MSHA,4606694,26,0.828076923076923,0.84,0.08485372028469845,0.63,0.96,TRUE
MSHA,4606839,6,1.8766666666666667,1.7149999999999999,0.6066849814085287,1.21,2.85,FALSE
MSHA,4606843,1,1.4,1.4,NA,1.4,1.4,FALSE
MSHA,4606870,41,1.0065853658536585,0.96,0.19568609756568758,0.73,1.58,TRUE
MSHA,4606880,249,0.9994377510040161,0.96,0.23753370970566373,0.66,3.26,TRUE
MSHA,4606904,85,2.489529411764706,2.44,0.8501623176703109,0.6,5.83,FALSE
MSHA,4606949,12,2.38,2.38,0,2.38,2.38,FALSE
MSHA,4606956,23,0.9004347826086957,0.85,0.16650083977046112,0.73,1.4,TRUE
MSHA,4607009,1,0.82,0.82,NA,0.82,0.82,TRUE
MSHA,4607014,4,0.6825,0.68,0.004999999999999949,0.68,0.69,TRUE
MSHA,4607058,51,1.198235294117647,0.84,0.7401397324353096,0.71,3.16,TRUE
MSHA,4607085,32,3.243125,3.395,0.6505205731789212,1.74,4.24,FALSE
MSHA,4607157,8,3.175,3.01,0.5681549084536717,2.54,3.85,FALSE
MSHA,4607165,1,0.73,0.73,NA,0.73,0.73,TRUE
MSHA,4607178,68,1.0126470588235295,0.85,0.5229212367479128,0.58,2.75,TRUE
MSHA,4607229,3,0.83,0.84,0.017320508075688724,0.81,0.84,TRUE
MSHA,4607355,125,2.25816,2.13,0.7668414312262747,0.57,5.22,FALSE
MSHA,4607406,27,0.7696296296296297,0.74,0.16407037611673936,0.56,1.43,TRUE
MSHA,4607407,24,0.815,0.815,0.07661308776828739,0.74,0.89,TRUE
MSHA,4607458,278,2.3346043165467627,2.49,0.7828889996862107,0.59,3.92,FALSE
MSHA,4607491,28,1.0885714285714285,1,0.4448363351608826,0.78,3.19,TRUE
MSHA,4607509,33,0.7148484848484848,0.66,0.19376405129888663,0.49,1.03,TRUE
MSHA,4607545,20,0.788,0.72,0.16266206493347196,0.7,1.4,TRUE
MSHA,4607551,2,0.815,0.815,0.007071067811865403,0.81,0.82,TRUE
MSHA,4607554,1,0.75,0.75,NA,0.75,0.75,TRUE
MSHA,4607555,113,2.000353982300885,1.96,0.3070072393386207,1.42,3.8,FALSE
MSHA,4607654,52,1.7275,1.645,0.691468669983411,0.72,2.75,FALSE
MSHA,4607736,158,1.0167088607594936,0.89,0.4295019231146741,0.6,2.44,TRUE
MSHA,4607809,182,0.7996703296703297,0.8,0.10929660136806152,0.63,1.39,TRUE
MSHA,4607837,2,1.4100000000000001,1.4100000000000001,0.4666904755831213,1.08,1.74,FALSE
MSHA,4607908,84,0.893095238095238,0.82,0.21102718485573227,0.78,1.87,TRUE
MSHA,4607938,394,1.5201776649746193,0.93,0.9665953569777379,0.63,4.9,TRUE
MSHA,4607945,330,1.2773333333333334,1.24,0.21278478741397977,0.69,1.9,FALSE
MSHA,4607946,143,1.8725874125874127,1.92,0.8475322199091332,0.66,3.36,FALSE
MSHA,4607968,35,1.016,0.92,0.22798606768577664,0.75,1.88,TRUE
MSHA,4607985,90,0.7735555555555556,0.78,0.10636286324020326,0.52,1,TRUE
MSHA,4608008,13,0.7053846153846154,0.7,0.019414506867883038,0.7,0.77,TRUE
MSHA,4608019,2,0.755,0.755,0.021213203435596444,0.74,0.77,TRUE
MSHA,4608030,134,0.8935820895522388,0.89,0.08081728194057629,0.64,1.59,TRUE
MSHA,4608110,776,0.7990335051546392,0.79,0.06491856068273073,0.65,1.58,TRUE
MSHA,4608122,47,0.7165957446808511,0.69,0.07721445561170302,0.59,0.91,TRUE
MSHA,4608176,4,0.8,0.8200000000000001,0.066332495807108,0.71,0.85,TRUE
MSHA,4608194,3,0.4866666666666667,0.47,0.03785938897200184,0.46,0.53,TRUE
MSHA,4608247,2,0.62,0.62,0.028284271247461926,0.6,0.64,TRUE
MSHA,4608249,5,0.628,0.66,0.05540758070878028,0.55,0.68,TRUE
MSHA,4608251,6,1.0233333333333334,0.9550000000000001,0.1623165631310208,0.86,1.25,TRUE
MSHA,4608254,21,3.0561904761904763,3.23,0.4313406564477338,1.92,3.7,FALSE
MSHA,4608264,40,1.768,1.9,0.26943625857686154,1.37,2.2,FALSE
MSHA,4608266,37,0.7878378378378379,0.8,0.019312508199945795,0.71,0.8,TRUE
MSHA,4608285,7,1.4885714285714287,1.49,0.04810702354423643,1.42,1.57,FALSE
MSHA,4608315,2,1.37,1.37,0.19798989873223333,1.23,1.51,FALSE
MSHA,4608365,7,1.4,1.4,0.1540562667772179,1.11,1.61,FALSE
MSHA,4608374,22,0.9836363636363636,0.975,0.11039088361883506,0.72,1.18,TRUE
MSHA,4608376,21,0.9061904761904762,0.88,0.10924633588712214,0.74,1.1,TRUE
MSHA,4608377,17,1.041764705882353,0.92,0.2753460389700033,0.81,1.68,TRUE
MSHA,4608387,1,0.72,0.72,NA,0.72,0.72,TRUE
MSHA,4608396,2,3.665,3.665,0.36062445840513907,3.41,3.92,FALSE
MSHA,4608405,1,0.65,0.65,NA,0.65,0.65,TRUE
MSHA,4608429,5,0.726,0.72,0.015165750888103114,0.71,0.75,TRUE
MSHA,4608465,441,0.8825850340136054,0.88,0.1280523069724429,0.31,2.39,TRUE
MSHA,4608495,2,0.7949999999999999,0.7949999999999999,0.03535533905932733,0.77,0.82,TRUE
MSHA,4608539,4,0.74,0.73,0.028284271247461926,0.72,0.78,TRUE
MSHA,4608555,2,1,1,0,1,1,TRUE
MSHA,4608563,539,0.7067532467532468,0.7,0.1004378720264847,0.4,1.6,TRUE
MSHA,4608582,1,0.72,0.72,NA,0.72,0.72,TRUE
MSHA,4608584,55,0.7163636363636363,0.71,0.0586061441717516,0.63,0.86,TRUE
MSHA,4608596,160,1.0454375,0.935,0.41725495105797117,0.42,2.41,TRUE
MSHA,4608606,7,0.8942857142857142,0.88,0.05349677337844553,0.8,0.95,TRUE
MSHA,4608608,137,0.8678832116788321,0.87,0.09828253582622298,0.62,1.09,TRUE
MSHA,4608622,1,1.96,1.96,NA,1.96,1.96,FALSE
MSHA,4608626,136,0.8309558823529412,0.84,0.109442213241581,0.4,1.16,TRUE
MSHA,4608632,105,0.8068571428571428,0.81,0.07804478849346068,0.59,1.12,TRUE
MSHA,4608645,81,0.7458024691358025,0.72,0.10424567374153788,0.5,1.19,TRUE
MSHA,4608653,1,0.81,0.81,NA,0.81,0.81,TRUE
MSHA,4608658,111,0.8882882882882883,0.9,0.08858353914268388,0.7,1.15,TRUE
MSHA,4608675,162,1.0795061728395061,1.06,0.2074267137486544,0.82,2.89,FALSE
MSHA,4608682,10,0.672,0.675,0.023944379994757292,0.61,0.7,TRUE
MSHA,4608691,2,0.685,0.685,0.007071067811865403,0.68,0.69,TRUE
MSHA,4608698,54,0.664074074074074,0.66,0.06626187379585492,0.54,0.96,TRUE
MSHA,4608700,1,0.8,0.8,NA,0.8,0.8,TRUE
MSHA,4608704,35,0.8177142857142857,0.8,0.18266146305127862,0.6,1.26,TRUE
MSHA,4608715,13,2.423076923076923,2.58,0.36097979203330793,1.62,2.65,FALSE
MSHA,4608727,48,0.855,0.85,0.13661562790264534,0.72,1,TRUE
MSHA,4608730,7,0.92,1.03,0.21625602111078127,0.62,1.16,FALSE
MSHA,4608735,1,0.82,0.82,NA,0.82,0.82,TRUE
MSHA,4608751,30,1.414,1.44,0.12899077753721455,0.94,1.57,FALSE
MSHA,4608752,132,0.8922727272727272,0.88,0.13164021583882712,0.67,1.76,TRUE
MSHA,4608753,3,1.4633333333333334,1.55,0.1501110699893027,1.29,1.55,FALSE
MSHA,4608759,21,0.6752380952380952,0.66,0.07711154567372176,0.57,0.92,TRUE
MSHA,4608763,73,0.8432876712328767,0.84,0.05850106348797212,0.67,0.98,TRUE
MSHA,4608767,4,0.8575,0.87,0.07500000000000002,0.77,0.92,TRUE
MSHA,4608769,2,0.9299999999999999,0.9299999999999999,0.04242640687119281,0.9,0.96,TRUE
MSHA,4608777,3,1.4866666666666666,1.46,0.046188021535170105,1.46,1.54,FALSE
MSHA,4608782,1,1.46,1.46,NA,1.46,1.46,FALSE
MSHA,4608798,6,0.8,0.8,0,0.8,0.8,TRUE
MSHA,4608801,3,0.7633333333333334,0.81,0.08082903768654762,0.67,0.81,TRUE
MSHA,4608805,9,2.816666666666667,2.71,0.5342050168240653,2.15,3.8,FALSE
MSHA,4608806,3,1.2066666666666668,1.22,0.1504437879519568,1.05,1.35,FALSE
MSHA,4608808,51,0.8219607843137254,0.83,0.04507858062730623,0.74,0.96,TRUE
MSHA,4608812,1,1.92,1.92,NA,1.92,1.92,FALSE
MSHA,4608838,6,0.575,0.56,0.15109599597606813,0.42,0.85,TRUE
MSHA,4608849,33,0.8375757575757575,0.9,0.16138134772624557,0.52,1.02,TRUE
MSHA,4608864,1175,3.0398468085106383,3.04,0.33135693918508624,0.86,6.01,FALSE
MSHA,4608869,31,1.1961290322580644,1.17,0.5310598046633094,0.49,2.97,FALSE
MSHA,4608870,10,0.643,0.65,0.02626785107312742,0.6,0.67,TRUE
MSHA,4608878,8,0.80875,0.81,0.05540435774506241,0.72,0.87,TRUE
MSHA,4608883,1,1.47,1.47,NA,1.47,1.47,FALSE
MSHA,4608889,2,0.715,0.715,0.03535533905932741,0.69,0.74,TRUE
MSHA,4608891,4,0.7375,0.735,0.06800735254367724,0.67,0.81,TRUE
MSHA,4608892,22,0.7059090909090909,0.705,0.03202069136237809,0.66,0.78,TRUE
MSHA,4608904,8,0.85625,0.8200000000000001,0.08700369450283621,0.77,0.99,TRUE
MSHA,4608906,47,0.804468085106383,0.78,0.09667985066452234,0.63,1.11,TRUE
MSHA,4608917,56,0.8055357142857142,0.78,0.12621654758040599,0.6,1.34,TRUE
MSHA,4608918,7,0.78,0.75,0.07979139469057218,0.7,0.92,TRUE
MSHA,4608921,22,1.2322727272727272,0.81,0.6302753126189933,0.71,2.64,TRUE
MSHA,4608930,21,1.071904761904762,0.84,0.5211776956817995,0.67,2.49,TRUE
MSHA,4608939,40,0.7715,0.795,0.13818512295152546,0.56,1.2,TRUE
MSHA,4608940,60,0.9613333333333334,0.95,0.1169451076022011,0.73,1.21,TRUE
MSHA,4608945,1,0.85,0.85,NA,0.85,0.85,TRUE
MSHA,4608961,65,1.0784615384615384,0.87,0.5957616731158913,0.61,3.09,TRUE
MSHA,4608965,21,3.426190476190476,3.66,0.527327945309901,2.53,4.04,FALSE
MSHA,4608967,66,0.948030303030303,0.94,0.16785726259551775,0.63,1.34,TRUE
MSHA,4608971,1,2.56,2.56,NA,2.56,2.56,FALSE
MSHA,4608973,9,0.8288888888888889,0.81,0.04910306620885411,0.78,0.92,TRUE
MSHA,4608977,25,0.952,0.87,0.29398129192178196,0.69,1.76,TRUE
MSHA,4608978,1,2.82,2.82,NA,2.82,2.82,FALSE
MSHA,4608984,99,0.7587878787878788,0.71,0.4408185167952183,0.37,4.06,TRUE
MSHA,4608990,24,0.895,0.895,0.0970432445064973,0.8,0.99,TRUE
MSHA,4608993,2,0.95,0.95,0.014142135623730963,0.94,0.96,TRUE
MSHA,4608999,24,0.9875,1.0150000000000001,0.27730457278407167,0.52,1.45,FALSE
MSHA,4609000,17,2.9,2.87,0.28350485004669673,2.5,3.54,FALSE
MSHA,4609001,1,0.75,0.75,NA,0.75,0.75,TRUE
MSHA,4609002,12,0.725,0.7,0.10552897060221729,0.6,0.9,TRUE
MSHA,4609010,99,0.8692929292929293,0.85,0.14143039338835464,0.68,1.52,TRUE
MSHA,4609022,4,1.01,1,0.4120679555607303,0.63,1.41,TRUE
MSHA,4609026,4,0.8200000000000001,0.815,0.06164414002968977,0.75,0.9,TRUE
MSHA,4609028,10,1.881,1.9,0.05933895104491742,1.77,1.95,FALSE
MSHA,4609029,126,0.8542063492063492,0.81,0.2200958088636971,0.67,2.73,TRUE
MSHA,4609030,12,0.92,0.92,0,0.92,0.92,TRUE
MSHA,4609035,1,0.7,0.7,NA,0.7,0.7,TRUE
MSHA,4609037,1,2.87,2.87,NA,2.87,2.87,FALSE
MSHA,4609042,53,0.8860377358490567,0.89,0.043427199144594475,0.81,0.96,TRUE
MSHA,4609046,118,0.855593220338983,0.82,0.43316671821090913,0.43,4.35,TRUE
MSHA,4609050,342,2.1171052631578946,2.16,0.5546969112713513,0.99,6.02,FALSE
MSHA,4609051,61,0.959672131147541,0.91,0.4811339633723466,0.48,3.22,TRUE
MSHA,4609054,95,0.8093684210526316,0.81,0.086070363672983,0.61,1.08,TRUE
MSHA,4609060,91,3.295054945054945,3.26,0.2807465192279471,2.3,4.27,FALSE
MSHA,4609062,34,0.7308823529411764,0.715,0.087606823003235,0.62,1.07,TRUE
MSHA,4609067,9,0.9022222222222223,0.9,0.08526103708285775,0.77,1,TRUE
MSHA,4609070,36,1.0472222222222223,1.125,0.2075381013020585,0.6,1.32,FALSE
MSHA,4609071,44,3.4690909090909092,3.33,0.5805082704048726,2.61,5.32,FALSE
MSHA,4609074,1,3.59,3.59,NA,3.59,3.59,FALSE
MSHA,4609084,24,0.86,0.86,0,0.86,0.86,TRUE
MSHA,4609101,108,0.7202777777777778,0.71,0.05149100880288656,0.57,0.89,TRUE
MSHA,4609105,3,0.8466666666666667,0.82,0.12220201853215573,0.74,0.98,TRUE
MSHA,4609107,53,0.7769811320754717,0.69,0.400420859873422,0.63,3.18,TRUE
MSHA,4609108,3,0.8233333333333334,0.81,0.03214550253664315,0.8,0.86,TRUE
MSHA,4609112,1,0.67,0.67,NA,0.67,0.67,TRUE
MSHA,4609114,131,0.9712213740458016,0.91,0.2552766912158207,0.66,2.3,TRUE
MSHA,4609122,48,3.372916666666667,3.535,0.7062124276078703,1.21,4.71,FALSE
MSHA,4609125,28,0.765,0.76,0.10720351016917586,0.62,1.02,TRUE
MSHA,4609127,12,1.9925,1.92,0.2095503844815457,1.76,2.44,FALSE
MSHA,4609132,14,0.8592857142857143,0.86,0.06462486848244742,0.74,0.97,TRUE
MSHA,4609134,1,0.71,0.71,NA,0.71,0.71,TRUE
MSHA,4609135,3,0.7433333333333334,0.76,0.06658328118479392,0.67,0.8,TRUE
MSHA,4609136,7,2.5142857142857142,2.53,0.8261327000520183,0.87,3.37,FALSE
MSHA,4609138,1,0.89,0.89,NA,0.89,0.89,TRUE
MSHA,4609140,1,2.26,2.26,NA,2.26,2.26,FALSE
MSHA,4609142,22,2.887272727272727,2.87,0.19950371325299085,2.47,3.29,FALSE
MSHA,4609144,1,0.83,0.83,NA,0.83,0.83,TRUE
MSHA,4609148,1,0.77,0.77,NA,0.77,0.77,TRUE
MSHA,4609149,16,2.535625,2.55,0.9138925447410835,0.88,4.26,FALSE
MSHA,4609154,2,1.73,1.73,1.5132085117392116,0.66,2.8,FALSE
MSHA,4609155,56,0.9028571428571429,0.9,0.10252652491764416,0.67,1.42,TRUE
MSHA,4609162,58,0.8203448275862069,0.82,0.11543913893189854,0.61,1.16,TRUE
MSHA,4609168,7,3.8528571428571428,3.9,0.2874435762437727,3.36,4.24,FALSE
MSHA,4609170,24,2.1266666666666665,2.085,0.8661040537279906,0.81,3.62,FALSE
MSHA,4609174,46,0.9021739130434783,0.9,0.20955946431055222,0.7,2.08,TRUE
MSHA,4609178,8,2.33375,2.235,1.219448792341383,0.97,4.37,FALSE
MSHA,4609182,1,0.57,0.57,NA,0.57,0.57,TRUE
MSHA,4609192,68,1.5125,1.56,0.3570792587296627,0.89,2.57,FALSE
MSHA,4609193,5,1.694,1.66,0.10163660757817532,1.57,1.83,FALSE
MSHA,4609195,35,1.0234285714285714,0.78,0.7108815689283391,0.53,3.3,TRUE
MSHA,4609196,27,2.1096296296296297,2.1,0.34058187179591837,1.78,2.8,FALSE
MSHA,4609202,1,0.83,0.83,NA,0.83,0.83,TRUE
MSHA,4609205,1,2.74,2.74,NA,2.74,2.74,FALSE
MSHA,4609208,1,2.21,2.21,NA,2.21,2.21,FALSE
MSHA,4609212,2,0.78,0.78,0,0.78,0.78,TRUE
MSHA,4609216,1,0.67,0.67,NA,0.67,0.67,TRUE
MSHA,4609218,4,0.83,0.8200000000000001,0.11604596790352807,0.7,0.98,TRUE
MSHA,4609220,1,1.45,1.45,NA,1.45,1.45,FALSE
MSHA,4609221,1,0.73,0.73,NA,0.73,0.73,TRUE
MSHA,4609226,48,0.860625,0.88,0.07096316845093477,0.72,0.95,TRUE
MSHA,4609230,1,0.95,0.95,NA,0.95,0.95,TRUE
MSHA,4609231,50,0.8232,0.82,0.14128333090579628,0.63,1.44,TRUE
MSHA,4609232,12,0.7,0.7,0,0.7,0.7,TRUE
MSHA,4609233,1,3.15,3.15,NA,3.15,3.15,FALSE
MSHA,4609247,141,0.7794326241134751,0.76,0.10303101509216527,0.58,1.16,TRUE
MSHA,4609250,1,0.83,0.83,NA,0.83,0.83,TRUE
MSHA,4609258,39,1.152051282051282,1.3,0.2167727343407751,0.74,1.34,FALSE
MSHA,4609267,356,2.3742696629213484,2.37,0.36146770495433816,1.3,3.84,FALSE
MSHA,4609275,1,0.74,0.74,NA,0.74,0.74,TRUE
MSHA,4609277,42,1.08,1.05,0.17602660552785349,0.81,1.58,FALSE
MSHA,4609285,4,0.72,0.71,0.05033222956847167,0.67,0.79,TRUE
MSHA,4609286,23,0.7439130434782609,0.76,0.0434573072038192,0.62,0.8,TRUE
MSHA,4609293,1,1.43,1.43,NA,1.43,1.43,FALSE
MSHA,4609296,7,0.78,0.74,0.06350852961085884,0.72,0.89,TRUE
MSHA,4609297,173,0.8736994219653179,0.86,0.10853228996377166,0.7,1.54,TRUE
MSHA,4609302,1,2.83,2.83,NA,2.83,2.83,FALSE
MSHA,4609304,18,3.3494444444444444,3.495,0.5597002582498666,2.27,4,FALSE
MSHA,4609310,3,0.64,0.65,0.026457513110645932,0.61,0.66,TRUE
MSHA,4609312,1,0.83,0.83,NA,0.83,0.83,TRUE
MSHA,4609325,10,0.86,0.86,0,0.86,0.86,TRUE
MSHA,4609341,7,0.8942857142857142,0.9,0.08904252595569953,0.76,1,TRUE
MSHA,4609351,2,1.4849999999999999,1.4849999999999999,0.4879036790187179,1.14,1.83,FALSE
MSHA,4609364,73,0.8704109589041096,0.89,0.08958916037117536,0.63,1.04,TRUE
MSHA,4609372,20,1.4895,1.34,0.6229004735910866,0.69,2.57,FALSE
MSHA,4609407,14,2.6185714285714283,2.62,0.2203443857956184,2.1,3.05,FALSE
MSHA,4609408,6,2.9516666666666667,2.45,2.0099593694069204,0.86,6.27,FALSE
MSHA,4609414,4,3.1525,3.12,0.11354147553500732,3.06,3.31,FALSE
MSHA,4609443,18,0.9083333333333333,0.91,0.058836763217246665,0.78,0.97,TRUE
MSHA,4800083,769,0.44187256176853057,0.44,0.08175725878079984,0.2,0.66,TRUE
MSHA,4800085,1,0.24,0.24,NA,0.24,0.24,TRUE
MSHA,4800086,145,0.8375172413793104,0.84,0.1491668111474289,0.42,1.2,TRUE
MSHA,4800677,137,0.603065693430657,0.6,0.09867923409145367,0.3,1.66,TRUE
MSHA,4800732,3868,0.24152016546018615,0.24,0.026879138483597367,0.12,0.66,TRUE
