TYPE,ID,SULFUR_N,SULFUR_MEAN,SULFUR_MEDIAN,SULFUR_SD,SULFUR_MIN,SULFUR_MAX,SULFUR_LOW
MSHA,3401618,42,0.45452380952380955,0.4,0.12040991736467437,0.27,0.75,TRUE
MSHA,3401742,16,4.24375,4.279999999999999,0.19885924670479868,3.81,4.58,FALSE
MSHA,3401787,36,1.6219444444444444,1.6749999999999998,0.446259498142661,0.75,2.25,FALSE
MSHA,3402076,6,2.03,1.9649999999999999,0.2680298490840152,1.78,2.48,FALSE
MSHA,3402080,111,1.26009009009009,1.26,0.3669790568596908,0.69,1.95,FALSE
MSHA,3402081,56,0.6003571428571428,0.64,0.12813294638012485,0.37,0.76,TRUE
MSHA,3402094,4,2.3175,2.31,2.2027009934774777,0.4,4.25,FALSE
MSHA,3402109,83,1.4813253012048193,1.47,0.27839159594626006,0.66,2.4,FALSE
MSHA,3600806,156,2.003397435897436,1.98,0.38018925133687387,1.04,3.78,FALSE
MSHA,3600809,1,1.67,1.67,NA,1.67,1.67,FALSE
MSHA,3600840,330,2.3375151515151513,2.36,1.1300778175107749,0.33,6.81,FALSE
MSHA,3600884,51,2.240392156862745,2.15,0.5985481126336085,1.29,3.87,FALSE
MSHA,3600897,6,2.77,2.8049999999999997,0.15671630419327787,2.51,2.96,FALSE
MSHA,3600904,2,1.9449999999999998,1.9449999999999998,0.44547727214752486,1.63,2.26,FALSE
MSHA,3600958,35,1.7934285714285714,1.8,0.1382015335137285,1.55,2.15,FALSE
MSHA,3601091,88,3.583181818181818,3.46,1.1836049992072442,1.18,4.96,FALSE
MSHA,3601170,24,0.71,0.71,0.14301109716746976,0.57,0.85,TRUE
MSHA,3601241,149,2.1154362416107384,2.01,0.33500400001943603,1.4,4.1,FALSE
MSHA,3601262,78,2.048076923076923,2.1,0.5470417674224659,0.8,3.3,FALSE
MSHA,3601616,12,0.77,0.77,0,0.77,0.77,TRUE
MSHA,3601708,12,0.46,0.46,0,0.46,0.46,TRUE
MSHA,3601714,24,0.31,0.31,0,0.31,0.31,TRUE
MSHA,3601733,167,0.39622754491017964,0.42,0.04861474770621188,0.27,0.47,TRUE
MSHA,3601745,12,0.38,0.38,0,0.38,0.38,TRUE
MSHA,3601760,132,0.4790909090909091,0.4,0.26132210695011365,0.33,1.28,TRUE
MSHA,3601761,12,0.45,0.45,0,0.45,0.45,TRUE
MSHA,3602105,12,0.45,0.45,0,0.45,0.45,TRUE
MSHA,3602695,10,1.714,1.895,0.47868337946682227,1.05,2.4,FALSE
MSHA,3602703,141,1.058936170212766,0.98,0.30895145741606994,0.53,2.92,TRUE
MSHA,3602725,66,1.6719696969696969,1.69,0.33291357019719875,0.98,2.42,FALSE
MSHA,3602773,60,1.8483333333333334,1.85,0.2170695949218776,1.21,2.36,FALSE
MSHA,3603287,12,0.26,0.26,0,0.26,0.26,TRUE
MSHA,3603328,1,2.95,2.95,NA,2.95,2.95,FALSE
MSHA,3603329,123,1.5711382113821137,1.74,0.5900530724282524,0.82,3.68,FALSE
MSHA,3603330,44,1.736590909090909,1.7650000000000001,0.22937674079504877,1.38,2.18,FALSE
MSHA,3603561,299,2.395685618729097,2.19,0.8839363122920442,0.73,5.85,FALSE
MSHA,3604171,25,2.7864,2.78,0.569091966791543,1.31,3.82,FALSE
MSHA,3604175,2,2.165,2.165,1.0677312395916867,1.41,2.92,FALSE
MSHA,3604384,5,3.01,3.01,0.07549834435270757,2.9,3.08,FALSE
MSHA,3604713,120,0.494,0.51,0.07103555743547077,0.4,0.6,TRUE
MSHA,3604782,22,2.945,2.755,0.6350234341382701,2.15,4.79,FALSE
MSHA,3604969,12,0.48,0.48,0,0.48,0.48,TRUE
MSHA,3605018,2115,2.6315602836879433,2.7,0.45434424194769585,0.87,5.83,FALSE
MSHA,3605019,5,2.67,2.74,0.3437295448459442,2.18,3.11,FALSE
MSHA,3605105,1,2.5,2.5,NA,2.5,2.5,FALSE
MSHA,3605466,1132,2.0978003533568903,2.12,0.3080597604130216,0.63,3.72,FALSE
MSHA,3605471,45,1.2437777777777779,1.16,0.3682346638717866,0.87,2.4,FALSE
MSHA,3605513,38,1.9205263157894736,1.8650000000000002,0.4521835753045979,1.05,2.94,FALSE
MSHA,3605518,60,0.442,0.44,0.02582863999648059,0.41,0.48,TRUE
MSHA,3605709,24,0.355,0.355,0.005107539184552496,0.35,0.36,TRUE
MSHA,3606146,24,3.4400000000000004,3.4400000000000004,0.20430156738209962,3.24,3.64,FALSE
MSHA,3606253,7,1.8685714285714285,1.85,0.17855237993639952,1.65,2.07,FALSE
MSHA,3606393,3,1.7233333333333334,1.67,0.11015141094572214,1.65,1.85,FALSE
MSHA,3606432,60,1.9876666666666667,2,0.10805470470571629,1.64,2.2,FALSE
MSHA,3606438,63,2.2942857142857145,2.5,0.5648343013826561,0.96,3.23,FALSE
MSHA,3606562,120,1.6811666666666667,1.71,0.5316380005092132,0.58,2.62,FALSE
MSHA,3606586,139,1.9448920863309351,1.96,0.34572621929069247,0.86,2.83,FALSE
MSHA,3606678,24,2.4299999999999997,2.4299999999999997,0.08172062695283971,2.35,2.51,FALSE
MSHA,3606753,90,1.6222222222222222,1.4,0.7738707289454756,0.71,3.8,FALSE
MSHA,3606862,339,0.40407079646017696,0.42,0.04168004009430872,0.24,0.55,TRUE
MSHA,3606905,107,1.961588785046729,1.97,0.41264940012098417,0.92,4.4,FALSE
MSHA,3606928,5,1.68,1.64,0.1713184169901181,1.54,1.96,FALSE
MSHA,3607194,182,2.6173076923076923,2.6,0.5960013198900378,0.98,3.99,FALSE
MSHA,3607205,39,2.0212820512820513,1.87,0.5832313772476647,1.04,3.76,FALSE
MSHA,3607230,4602,2.164237288135593,2.16,0.3803252399886592,0.5,5.68,FALSE
MSHA,3607241,48,2.545,2.5149999999999997,0.08824530606527008,2.46,2.69,FALSE
MSHA,3607242,72,0.44666666666666666,0.45,0.03928946387813132,0.39,0.51,TRUE
MSHA,3607266,6,1.4983333333333333,1.47,0.11034793458269472,1.39,1.67,FALSE
MSHA,3607341,24,0.535,0.535,0.005107539184552496,0.53,0.54,TRUE
MSHA,3607416,7,1.8742857142857143,1.87,0.06778818551368734,1.8,2,FALSE
MSHA,3607504,1,1.77,1.77,NA,1.77,1.77,FALSE
MSHA,3607550,107,1.9798130841121495,2.01,0.2730988531663505,1.16,3.05,FALSE
MSHA,3607561,87,1.8104597701149425,1.89,0.250840021499746,0.97,2.14,FALSE
MSHA,3607568,91,2.1195604395604395,2.1,0.35141274272700435,1.53,2.71,FALSE
MSHA,3607670,111,1.9808108108108107,1.99,0.1211395523963629,1.66,2.23,FALSE
MSHA,3607688,3,1.6666666666666667,1.71,0.12096831541082702,1.53,1.76,FALSE
MSHA,3607716,24,0.52,0.52,0.09193570532194485,0.43,0.61,TRUE
MSHA,3607727,81,1.9937037037037038,1.99,0.40654779683465403,0.82,2.89,FALSE
MSHA,3607746,32,2.1328125,1.93,0.6685189908514434,1.02,4.15,FALSE
MSHA,3607805,62,0.4985483870967742,0.47,0.1634048254017274,0.46,1.59,TRUE
MSHA,3607838,12,1.3,1.3,0,1.3,1.3,FALSE
MSHA,3607928,59,2.7457627118644066,2.6,0.6087471684840485,1.48,4.3,FALSE
MSHA,3607973,85,1.9674117647058824,2.06,0.5094374884339086,0.8,2.87,FALSE
MSHA,3607979,156,0.448525641025641,0.44,0.05641784763569504,0.28,0.54,TRUE
MSHA,3607999,39,2.371025641025641,2.37,0.49735508268500145,1.32,3.47,FALSE
MSHA,3608032,84,1.99,2.13,0.31030494135044967,1.52,2.36,FALSE
MSHA,3608064,60,0.394,0.31,0.16255585741418555,0.24,0.68,TRUE
MSHA,3608065,17,2.8288235294117645,3.01,0.6560952898868919,2,3.87,FALSE
MSHA,3608083,38,0.9276315789473685,0.83,0.16732286657394033,0.78,1.33,TRUE
MSHA,3608091,24,0.52,0.52,0.010215078369104992,0.51,0.53,TRUE
MSHA,3608117,2,0.7450000000000001,0.7450000000000001,0.09192388155425119,0.68,0.81,TRUE
MSHA,3608138,1,3.34,3.34,NA,3.34,3.34,FALSE
MSHA,3608163,24,2.54625,2.605,0.4193039003748537,1.53,3.01,FALSE
MSHA,3608201,36,0.3933333333333333,0.41,0.03135055251278904,0.35,0.42,TRUE
MSHA,3608248,21,2.0085714285714285,2,0.2245280765135112,1.62,2.71,FALSE
MSHA,3608262,26,2.0742307692307693,2.2350000000000003,0.45939240809506704,0.73,2.55,FALSE
MSHA,3608276,24,2.2199999999999998,2.2199999999999998,0.06129047021462972,2.16,2.28,FALSE
MSHA,3608291,39,1.0669230769230769,0.89,0.5317605013248264,0.81,3.28,TRUE
MSHA,3608316,90,2.457333333333333,2.42,0.6680372054497927,0.71,3.85,FALSE
MSHA,3608327,8,1.57375,1.525,0.13157697366940768,1.44,1.8,FALSE
MSHA,3608344,11,3.3863636363636362,3.34,0.2336781002692689,3.08,3.71,FALSE
MSHA,3608376,2,1.975,1.975,0.27577164466275345,1.78,2.17,FALSE
MSHA,3608398,100,1.8127,1.76,0.2730924844269887,1.32,2.89,FALSE
MSHA,3608406,48,0.4625,0.44,0.1236415546754132,0.33,0.64,TRUE
MSHA,3608414,24,0.34,0.34,0.0612904702146299,0.28,0.4,TRUE
MSHA,3608422,17,1.9647058823529413,1.85,0.9056428493552166,1.06,5.32,FALSE
MSHA,3608501,46,2.2380434782608694,2.255,0.4153050796447642,0.78,4.01,FALSE
MSHA,3608517,3,1.9466666666666665,1.99,0.1497776129244064,1.78,2.07,FALSE
MSHA,3608525,10,2.645,2.245,0.9180565221040465,1.6,4.26,FALSE
MSHA,3608538,98,1.956530612244898,1.86,0.45976933266521286,1.17,3.26,FALSE
MSHA,3608541,115,3.4228695652173915,4.04,1.723140118737429,0.48,5.39,FALSE
MSHA,3608551,23,1.9630434782608697,1.98,0.4706324060878926,0.94,3.02,FALSE
MSHA,3608571,26,1.3373076923076923,1.2349999999999999,0.2146915497602585,1.07,1.84,FALSE
MSHA,3608575,84,2.242857142857143,2.2,0.2460070105209876,1.7,2.92,FALSE
MSHA,3608593,24,0.23,0.23,0.10215078369104984,0.13,0.33,TRUE
MSHA,3608595,84,0.2742857142857143,0.25,0.058624508923074165,0.18,0.34,TRUE
MSHA,3608603,97,3.5770103092783505,3.59,0.39473399521189584,2.37,4.46,FALSE
MSHA,3608609,18,1.7055555555555555,1.73,0.18481221700838815,1.26,2.1,FALSE
MSHA,3608622,3,0.68,0.68,0.019999999999999962,0.66,0.7,TRUE
MSHA,3608647,30,2.615,2.83,0.6195145485475454,1.1,3.53,FALSE
MSHA,3608649,95,0.45810526315789474,0.43,0.17007066576862456,0.28,0.88,TRUE
MSHA,3608677,24,0.865,0.865,0.3319900469959119,0.54,1.19,TRUE
MSHA,3608683,1,3.59,3.59,NA,3.59,3.59,FALSE
MSHA,3608690,27,2.9433333333333334,3.29,0.9744742172063866,0.98,4.1,FALSE
MSHA,3608701,76,2.757631578947368,2.78,0.788302595743627,1.34,4.03,FALSE
MSHA,3608704,2,3.1550000000000002,3.1550000000000002,0.7000357133746818,2.66,3.65,FALSE
MSHA,3608705,36,1.3666666666666667,1.22,0.30832265103760564,1.09,1.79,FALSE
MSHA,3608722,17,2.043529411764706,2.02,0.22541465060169083,1.78,2.79,FALSE
MSHA,3608725,77,2.148051948051948,1.98,0.871595691761651,1.06,4,FALSE
MSHA,3608728,12,1.22,1.22,0,1.22,1.22,FALSE
MSHA,3608746,27,2.334814814814815,2.34,0.4163982041117185,1.3,2.97,FALSE
MSHA,3608750,1,2.34,2.34,NA,2.34,2.34,FALSE
MSHA,3608754,56,1.6751785714285714,1.54,0.446521875963861,0.85,2.68,FALSE
MSHA,3608757,84,0.4542857142857143,0.4,0.14195099879366752,0.29,0.68,TRUE
MSHA,3608763,240,2.2511666666666668,2.2,0.534036783296365,1.05,3.94,FALSE
MSHA,3608766,120,0.386,0.42,0.13711554349856753,0,0.52,TRUE
MSHA,3608770,24,0.655,0.655,0.03575277429186741,0.62,0.69,TRUE
MSHA,3608773,1,1.42,1.42,NA,1.42,1.42,FALSE
MSHA,3608774,36,2.9833333333333334,2.84,0.3114207076333511,2.7,3.41,FALSE
MSHA,3608783,24,2.265,2.265,0.7099479466527963,1.57,2.96,FALSE
MSHA,3608802,58,1.9168965517241379,1.815,0.6524991279057201,0.75,3.94,FALSE
MSHA,3608811,34,2.4705882352941178,2.4850000000000003,0.45748284403316175,1.45,3.55,FALSE
MSHA,3608822,72,0.4683333333333333,0.475,0.03360918720809435,0.41,0.52,TRUE
MSHA,3608825,18,2.6455555555555557,2.5999999999999996,0.9294541233004787,1.47,4.17,FALSE
MSHA,3608836,9,2.218888888888889,2.18,0.24841721178515622,1.9,2.68,FALSE
MSHA,3608841,44,3.4975,3.275,0.710787722211429,2.24,5.51,FALSE
MSHA,3608850,21,1.8795238095238094,1.88,0.12249392599129924,1.63,2.05,FALSE
MSHA,3608862,27,1.53,1.56,0.11887291209846439,1.43,1.84,FALSE
MSHA,3608871,84,0.4,0.38,0.08260808910477331,0.31,0.59,TRUE
MSHA,3608897,1,0.96,0.96,NA,0.96,0.96,TRUE
MSHA,3609005,208,3.1500480769230768,3.28,0.7108642746693035,1.6,4.37,FALSE
MSHA,3609043,2,2.87,2.87,0.3252691193458118,2.64,3.1,FALSE
MSHA,3609057,78,2.258974358974359,2.25,0.32219454372990863,1.48,3.63,FALSE
MSHA,3609086,3,1.9466666666666665,1.99,0.1497776129244064,1.78,2.07,FALSE
MSHA,3609090,8,1.9625,2.005,0.18218906976780233,1.68,2.23,FALSE
MSHA,3609122,151,2.2358940397350993,2.3,0.937247225672557,0.71,6.22,FALSE
MSHA,3609131,21,0.88,0.61,0.31946830828737927,0.61,1.24,TRUE
MSHA,3609140,167,1.985688622754491,1.97,0.3782369994611114,0.97,3.76,FALSE
MSHA,3609142,72,0.465,0.49,0.06798922864151061,0.36,0.54,TRUE
MSHA,3609163,94,2.678723404255319,2.495,0.6282682018253396,1.74,4.29,FALSE
MSHA,3609193,37,3.2827027027027027,3.22,0.4436380447106793,2.31,4.17,FALSE
MSHA,3609207,2,2.03,2.03,0.028284271247461926,2.01,2.05,FALSE
MSHA,3609224,21,2.3414285714285716,1.73,1.1252612395096782,1.39,4.18,FALSE
MSHA,3609226,64,2.91046875,2.9,0.7549023477003446,1.67,5.76,FALSE
MSHA,3609275,25,1.0824,0.97,0.3324189124182518,0.67,1.72,TRUE
MSHA,3609287,81,4.064938271604938,4.1,0.2924385553273975,3.21,4.64,FALSE
MSHA,3609304,60,0.27,0.27,0.04857285284907924,0.2,0.34,TRUE
MSHA,3609311,6,1.9183333333333334,1.9449999999999998,0.2179372998517388,1.63,2.2,FALSE
MSHA,3609312,14,2.0835714285714286,2.07,0.034996075133152865,2.07,2.18,FALSE
MSHA,3609314,134,3.384626865671642,3.41,0.8381250617434327,1.02,5.69,FALSE
MSHA,3609318,60,4.198,4.09,1.4423624688424972,2.01,6.31,FALSE
MSHA,3609326,82,2.4743902439024392,2.325,0.49905119250749186,1.83,3.96,FALSE
MSHA,3609336,1,3.12,3.12,NA,3.12,3.12,FALSE
MSHA,3609337,136,2.09375,2.04,0.8774533331476106,0.89,4.56,FALSE
MSHA,3609370,8,1.6275,1.625,0.07667184247539265,1.51,1.74,FALSE
MSHA,3609371,40,2.13625,2.1799999999999997,0.8717318086165298,0.89,3.76,FALSE
MSHA,3609382,5,0.772,0.73,0.10802777420645118,0.68,0.92,TRUE
MSHA,3609387,183,3.3368306010928963,3.37,0.5286618071235856,1.9,5.03,FALSE
MSHA,3609399,12,0.85,0.85,0,0.85,0.85,TRUE
MSHA,3609402,36,0.32,0.3,0.028685486624025446,0.3,0.36,TRUE
MSHA,3609406,4,1.5475,1.54,0.05377421934967231,1.49,1.62,FALSE
MSHA,3609410,48,0.46749999999999997,0.475,0.14528768233507572,0.3,0.62,TRUE
MSHA,3609436,2,0.96,0.96,0,0.96,0.96,TRUE
MSHA,3609437,37,3.402162162162162,3.49,0.4453596245678263,2.26,4.01,FALSE
MSHA,3609442,122,2.9852459016393444,2.78,0.7109767616185335,0.7,5.95,FALSE
MSHA,3609444,12,0.42,0.42,0,0.42,0.42,TRUE
MSHA,3609464,74,2.5147297297297295,2.42,0.6476368485480009,1.55,4.15,FALSE
MSHA,3609495,48,0.4075,0.4,0.10462699704492287,0.3,0.53,TRUE
MSHA,3609501,36,0.42,0.42,0,0.42,0.42,TRUE
MSHA,3609525,28,1.3675,0.955,1.0250153567051965,0.71,4.31,TRUE
MSHA,3609540,156,0.4746153846153846,0.42,0.16683538193384642,0.35,0.88,TRUE
MSHA,3609564,29,2.771034482758621,2.7,0.7587882484009159,1.36,4.06,FALSE
MSHA,3609566,79,2.3416455696202534,2.39,0.4568437717020345,0.8,3.14,FALSE
MSHA,3609581,24,2.3449999999999998,2.3449999999999998,0.3319900469959119,2.02,2.67,FALSE
MSHA,3609583,1,1.4,1.4,NA,1.4,1.4,FALSE
MSHA,3609595,8,1.87125,1.79,0.6911158162193739,0.82,2.86,FALSE
MSHA,3609597,167,2.3065868263473055,2.37,0.46206030542506654,0.66,3.38,FALSE
MSHA,3609603,67,1.848955223880597,1.9,0.191881705417199,1.3,2.13,FALSE
MSHA,3609604,22,2.668181818181818,2.545,0.6519614096353247,1.93,3.85,FALSE
MSHA,3609628,23,3.5495652173913044,3.65,0.3991180989594384,2.79,4.28,FALSE
MSHA,3609651,74,3.1693243243243243,3.22,0.9053211510417227,1.8,4.32,FALSE
MSHA,3609652,5,2.054,1.96,0.15678010077812818,1.92,2.23,FALSE
MSHA,3609653,107,2.9760747663551403,2.84,0.7307811238401207,1.43,5.33,FALSE
MSHA,3609654,414,2.1820531400966185,2.04,0.6885243279622929,0.52,5.32,FALSE
MSHA,3609684,17,1.7052941176470588,1.73,0.21840666333295625,1.34,2.06,FALSE
MSHA,3609685,33,2.1533333333333333,2.17,0.31845983524875887,1.78,3.21,FALSE
MSHA,3609697,36,4.22,4.24,0.7371295679865242,3.32,5.1,FALSE
MSHA,3609778,86,2.8669767441860463,3.2,0.5111649204741975,0.61,3.32,FALSE
MSHA,3609819,60,3.11,2.99,0.9257228050903827,1.74,4.37,FALSE
MSHA,3609823,1,2.4,2.4,NA,2.4,2.4,FALSE
MSHA,3609840,3,2.85,3.03,0.9429740187301026,1.83,3.69,FALSE
MSHA,3609863,84,0.42714285714285716,0.4,0.07934325957465543,0.34,0.6,TRUE
MSHA,3609879,47,2.1710638297872342,2.28,0.5944717568987036,1.42,4.21,FALSE
MSHA,3609888,22,1.5663636363636364,1.22,0.9898077997871508,0.59,3.86,FALSE
MSHA,3609923,3,2.1366666666666667,1.96,0.6823733093647006,1.56,2.89,FALSE
MSHA,3609954,6,2.7733333333333334,2.82,0.18040694739024504,2.47,2.95,FALSE
MSHA,3609965,2,1.9449999999999998,1.9449999999999998,0.03535533905932741,1.92,1.97,FALSE
MSHA,3609974,10,3.1109999999999998,3.17,0.5161922553123443,1.96,3.86,FALSE
MSHA,3610009,68,2.0379411764705884,2.165,0.7255868624745146,0.45,3.95,FALSE
MSHA,3610021,1,2.25,2.25,NA,2.25,2.25,FALSE
MSHA,3610036,11,1.4818181818181817,1.5,0.12504544628399566,1.3,1.8,FALSE
MSHA,3610045,3,2.473333333333333,2.44,0.08504900548115368,2.41,2.57,FALSE
MSHA,3610150,9,2.4633333333333334,2.59,0.434856298103178,1.75,3.09,FALSE
MSHA,3610165,2,8.75,8.75,3.1961226509631944,6.49,11.01,FALSE
MSHA,3610177,24,0.42,0.42,0,0.42,0.42,TRUE
MSHA,3610257,10,0.901,0.885,0.17123408279636126,0.67,1.2,TRUE
MSHA,4001038,275,1.3602545454545454,1.37,0.17041471722257956,0.72,2.36,FALSE
MSHA,4001138,15,1.3293333333333333,1.25,0.25160816096992294,1.05,1.75,FALSE
MSHA,4001680,1,1.2,1.2,NA,1.2,1.2,FALSE
MSHA,4002007,34,1.1961764705882354,1.04,0.3324747856093055,0.72,2.12,FALSE
MSHA,4002467,10,1.2389999999999999,1.1549999999999998,0.2784261322345859,0.94,1.74,FALSE
MSHA,4003103,8,1.03875,1,0.24683351821477917,0.8,1.59,TRUE
MSHA,4003199,1,1,1,NA,1,1,TRUE
MSHA,4003206,52,1.2482692307692307,1.17,0.514231660444316,0.44,4.41,FALSE
MSHA,4003213,11,1.05,1.1,0.11882760622010355,0.9,1.2,FALSE
MSHA,4003237,40,1.19675,1.1549999999999998,0.20710937900489892,0.91,2.11,FALSE
MSHA,4003275,21,1.2833333333333332,1.32,0.2289832599412746,0.87,1.67,FALSE
MSHA,4003320,5,0.982,1,0.07628892449104263,0.87,1.08,TRUE
MSHA,4003328,5,1.1480000000000001,1.03,0.263476754192851,0.89,1.57,FALSE
MSHA,4003338,3,1.2233333333333334,1.24,0.028867513459481315,1.19,1.24,FALSE
MSHA,4003353,14,0.9028571428571429,0.885,0.12243859191941397,0.79,1.15,TRUE
MSHA,4003364,7,1.3314285714285714,1.37,0.2893918088813487,0.86,1.65,FALSE
MSHA,4003365,29,0.9896551724137931,0.87,0.30775085886639686,0.79,2.27,TRUE
MSHA,4003385,1,1.42,1.42,NA,1.42,1.42,FALSE
MSHA,4101192,108,0.7210185185185185,0.7,0.22824376137614474,0.07,1.9,TRUE
MSHA,4102840,143,2.5485314685314684,2.55,0.3164858941340931,0.26,3.07,FALSE
MSHA,4103101,128,0.83984375,0.765,0.241488117361438,0.48,1.6,TRUE
MSHA,4103164,109,0.8629357798165137,0.85,0.11841001234171832,0.64,1.22,TRUE
MSHA,4103428,137,0.9851824817518248,0.97,0.07840413957578485,0.8,1.3,TRUE
MSHA,4103658,81,0.4695061728395062,0.5,0.20014308153523505,0,0.83,TRUE
MSHA,4103660,133,0.8995488721804511,0.9,0.17974672695487703,0.3,1.47,TRUE
MSHA,4104085,110,1.2172727272727273,1.2,0.10992832603134362,0.9,1.8,FALSE
MSHA,4104586,116,0.9474137931034483,0.9,0.19943886799960914,0.8,3,TRUE
MSHA,4200077,1,0.62,0.62,NA,0.62,0.62,TRUE
MSHA,4200079,96,1.0339583333333333,1.05,0.2603579688233578,0.43,1.8,FALSE
MSHA,4200081,3,0.7566666666666666,0.73,0.06429100507328636,0.71,0.83,TRUE
MSHA,4200089,559,0.37679785330948123,0.36,0.06328192816799633,0.29,0.67,TRUE
MSHA,4200121,263,0.5537262357414449,0.52,0.19586710996763593,0.37,1.63,TRUE
MSHA,4201444,2,0.575,0.575,0.021213203435596368,0.56,0.59,TRUE
MSHA,4201566,531,0.448210922787194,0.43,0.07663439762492778,0.3,0.71,TRUE
MSHA,4201864,1,0.51,0.51,NA,0.51,0.51,TRUE
MSHA,4201890,384,0.6666666666666666,0.6,0.2727958586650222,0.3,2.03,TRUE
MSHA,4202028,4,0.5275,0.53,0.045,0.47,0.58,TRUE
MSHA,4202052,41,0.51,0.51,0.029325756597230378,0.45,0.56,TRUE
MSHA,4202074,78,0.571923076923077,0.55,0.0817353615681079,0.44,0.83,TRUE
MSHA,4202093,132,0.8104545454545454,0.765,0.10583628172228768,0.58,1,TRUE
MSHA,4202233,537,1.0932029795158287,1.13,0.2106630031273368,0.39,1.84,FALSE
MSHA,4202238,1,0.62,0.62,NA,0.62,0.62,TRUE
MSHA,4202241,63,0.959047619047619,0.96,0.09363129966254713,0.85,1.55,TRUE
MSHA,4202263,25,0.8251999999999999,0.7,0.25146437786162346,0.47,1.2,TRUE
MSHA,4202335,201,0.6254228855721393,0.63,0.04890751755744551,0.38,0.73,TRUE
MSHA,4202395,61,0.6090163934426229,0.61,0.10006172958117383,0.46,1.1,TRUE
MSHA,4202455,23,0.52,0.48,0.1063014581273465,0.36,0.76,TRUE
MSHA,4202519,117,0.9985470085470086,1.01,0.15433542153411187,0.58,1.47,FALSE
MSHA,4400271,12,1.17,1.11,0.4515428098097777,0.62,2.28,FALSE
MSHA,4400302,21,0.9161904761904762,0.92,0.06272768053070277,0.82,1.03,TRUE
MSHA,4400649,36,0.8833333333333333,0.85,0.04780914437337573,0.85,0.95,TRUE
MSHA,4402277,62,0.8616129032258064,0.95,0.2374674683389326,0.46,1.49,TRUE
MSHA,4403010,228,1.0650438596491227,1.05,0.1453675208894025,0.79,1.58,FALSE
MSHA,4403088,291,1.0573883161512028,1.01,0.20636772602753456,0.64,1.91,FALSE
MSHA,4403229,1,1.34,1.34,NA,1.34,1.34,FALSE
MSHA,4403472,85,0.8472941176470588,0.72,0.2508859930578131,0.67,2.32,TRUE
MSHA,4403658,10,0.915,0.9299999999999999,0.1294647099062564,0.7,1.12,TRUE
MSHA,4403929,6,0.7783333333333333,0.725,0.17993517351164745,0.59,1,TRUE
MSHA,4404181,23,0.7134782608695652,0.7,0.06019730405109319,0.66,0.83,TRUE
MSHA,4404212,47,0.9795744680851064,0.95,0.13623760329417628,0.75,1.44,TRUE
MSHA,4404264,11,0.8536363636363636,0.86,0.04924890400257194,0.76,0.92,TRUE
MSHA,4404296,39,0.9848717948717949,1,0.05413782581094076,0.75,1,TRUE
MSHA,4404534,1,0.89,0.89,NA,0.89,0.89,TRUE
MSHA,4404856,124,0.9879032258064516,0.74,0.5366961172450685,0.6,3.05,TRUE
MSHA,4404982,26,0.9823076923076923,1.02,0.13706371342722895,0.63,1.29,FALSE
MSHA,4405014,181,1.1018232044198895,1.06,0.28824081697371495,0.57,2.38,FALSE
MSHA,4405021,13,0.5738461538461539,0.55,0.08597853041491049,0.55,0.86,TRUE
MSHA,4405166,78,1.1144871794871796,1.08,0.2892518223220326,0.72,2.57,FALSE
MSHA,4405201,18,0.775,0.74,0.09115274833712785,0.66,0.88,TRUE
MSHA,4405217,22,1.461818181818182,1.52,0.3507629285352602,0.82,1.92,FALSE
MSHA,4405226,54,0.7846296296296297,0.78,0.06332643678659532,0.61,0.93,TRUE
MSHA,4405236,96,0.5504166666666667,0.545,0.03933437405700184,0.5,0.69,TRUE
MSHA,4405265,2,1.01,1.01,0.19798989873223324,0.87,1.15,FALSE
MSHA,4405270,407,1.144815724815725,1.12,0.2741191049398196,0.61,2,FALSE
MSHA,4405498,23,0.9604347826086956,0.95,0.03197701743860386,0.87,1,TRUE
MSHA,4405559,1,0.82,0.82,NA,0.82,0.82,TRUE
MSHA,4405605,30,0.773,0.74,0.1673969059986804,0.57,1.12,TRUE
MSHA,4405898,387,0.7606201550387597,0.75,0.079770577165538,0.62,1.8,TRUE
MSHA,4405971,98,1.4509183673469388,1.6,0.5383175139680388,0.66,2.77,FALSE
MSHA,4406045,12,1.0125,1.01,0.008660254037844393,1.01,1.04,FALSE
MSHA,4406084,1,0.82,0.82,NA,0.82,0.82,TRUE
MSHA,4406199,301,1.2667441860465116,1.14,0.37907611066172264,0.69,2.62,FALSE
MSHA,4406230,46,1.3986956521739131,1.3450000000000002,0.3841967591722425,0.78,2.66,FALSE
MSHA,4406444,23,0.9969565217391304,1.06,0.21880740353538597,0.6,1.3,FALSE
MSHA,4406505,1,0.49,0.49,NA,0.49,0.49,TRUE
MSHA,4406746,6,0.8316666666666667,0.825,0.04070217029430574,0.79,0.89,TRUE
MSHA,4406782,27,0.8022222222222222,0.79,0.06941144515098872,0.66,0.95,TRUE
MSHA,4406786,30,1.086,1.11,0.17503891193004822,0.67,1.36,FALSE
MSHA,4406804,16,0.58375,0.565,0.048010415536631205,0.51,0.65,TRUE
MSHA,4406816,5,0.8200000000000001,0.9,0.12429802894656054,0.67,0.93,TRUE
MSHA,4406822,12,1.4075,1.34,0.3405376764631325,0.84,1.84,FALSE
MSHA,4406860,1,0.92,0.92,NA,0.92,0.92,TRUE
MSHA,4406864,7,1.22,1.16,0.14674240468703423,1.09,1.48,FALSE
MSHA,4406869,35,1.0362857142857143,0.96,0.23067784659035429,0.81,1.59,TRUE
